competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,xg_avg,headers,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_overruns,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Spain - La Liga,2015/2016,['Málaga'],Right Center Forward,26783,Roque Santa Cruz,17,3,2,508,14,1,0,0,5,2,2,0.84,0.51,2,1,6,174,138,13,1,1,-2.62,258.39,140,699.07,13,7,11,4,0,43,3,4,2,4,5,9,64,10,4,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Center Forward,6707,Charles,35,33,27,3154,2,6,12,0,86,39,12,10.81,3.89,22,3,31,873,620,89,17,7,-1.08,505.7,656,3029.99,52,61,26,15,1,176,4,20,6,35,37,86,415,36,70,50,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Málaga'],Left Center Forward,8419,Duje Čop,31,25,4,2112,6,21,3,0,49,26,7,8.42,4.74,12,3,15,690,467,76,24,7,10.2,435.65,565,2663.5,59,45,48,16,5,112,3,15,7,29,6,74,394,37,35,24,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Goalkeeper,27305,Germán Lux,29,29,27,2693,0,1,5,1,0,0,0,0.0,0.0,0,0,1,1024,539,912,0,75,-1.08,1615.79,495,2906.33,45,0,1,1,0,0,0,0,0,0,3,132,3,0,1,7,0,38,188,76,1,6
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Goalkeeper,27457,Manu Fernández,8,7,7,718,1,0,2,0,0,0,0,0.0,0.0,0,0,1,245,114,230,0,17,-0.84,473.76,104,642.09,9,0,0,0,0,0,0,0,0,0,2,28,0,0,0,3,0,17,51,16,0,2
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Goalkeeper,20086,Stipe Pletikosa,2,2,2,186,0,0,0,0,0,0,0,0.0,0.0,0,0,0,61,31,55,0,1,-0.07,102.53,20,117.39,3,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,6,18,5,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Back,6738,Juanfran,35,30,20,2799,5,10,4,0,20,3,1,0.49,0.33,1,0,18,1515,1060,354,94,39,-23.85,705.99,1051,6877.3,141,17,56,30,5,104,12,83,29,66,69,174,326,36,13,32,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Back,23800,Laure,23,16,12,1636,7,4,6,0,1,0,0,0.06,0.06,0,0,8,805,599,187,27,12,-18.71,446.99,485,2583.15,52,7,20,10,2,75,12,42,15,44,57,78,222,15,27,14,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Back,26209,Manuel Pablo,3,2,1,181,1,1,0,0,1,0,0,0.17,0.17,0,0,1,104,87,26,1,1,1.01,57.53,68,237.61,3,0,0,0,0,3,0,6,1,4,4,1,17,0,0,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Center Back,26107,Alberto Lopo,10,8,8,792,2,0,5,0,4,0,0,0.27,0.18,1,0,1,342,262,105,0,18,-6.14,302.69,244,1108.6,15,0,1,1,0,31,1,13,4,15,38,21,67,0,8,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Center Back,6869,Alejandro Arribas,31,31,28,2870,0,2,10,1,12,4,2,1.39,1.11,11,0,4,1144,841,344,1,27,-16.53,796.94,730,4458.8,76,3,12,7,0,117,16,76,26,51,179,102,293,10,35,36,1,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Center Back,6807,Rober,2,0,0,57,2,0,0,0,1,1,0,0.34,0.34,1,0,0,42,35,11,0,2,0.9,46.58,29,243.94,5,0,0,0,0,1,0,2,2,0,0,1,7,0,0,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Center Back,6777,Sidnei,33,33,31,3037,0,2,2,0,6,0,0,0.72,0.63,3,0,5,1272,986,412,3,55,14.54,883.06,934,7355.5,129,8,23,15,1,107,25,85,42,39,176,167,221,11,15,23,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Back,6913,Fernando Navarro,35,35,27,3094,0,8,5,0,1,0,0,0.02,0.02,0,2,10,1627,1212,494,34,34,29.06,739.64,995,5500.3,113,2,32,20,2,151,22,75,25,87,69,125,391,8,42,41,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Back,6734,Luisinho,20,11,6,1173,9,4,6,1,8,1,0,0.4,0.33,0,0,4,504,342,106,33,7,16.24,371.78,403,2844.02,73,5,31,20,2,49,11,20,5,27,12,45,197,16,24,33,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Defensive Midfield,24234,Juan Domínguez,5,2,0,202,3,2,0,0,4,1,0,0.2,0.15,0,0,4,60,46,9,0,0,0.62,75.17,48,296.56,8,2,1,1,0,16,4,2,1,8,2,6,71,1,5,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Defensive Midfield,23806,Álex Bergantiños,22,20,17,1833,2,3,3,0,16,4,2,1.15,0.71,3,0,20,876,687,203,2,18,-2.51,406.46,624,2732.47,52,10,10,7,1,107,6,30,13,36,38,119,357,19,23,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Defensive Midfield,5582,Celso Borges,24,21,17,2009,3,3,4,1,20,8,3,2.71,2.19,5,2,19,972,787,162,6,30,2.03,429.4,641,2545.26,34,12,18,15,2,107,4,40,18,34,29,87,307,11,26,21,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Defensive Midfield,6733,Pedro Mosquera,37,37,35,3452,0,2,10,0,30,4,0,1.53,1.22,1,2,19,1942,1593,429,6,111,-0.46,829.64,1484,7294.28,110,3,23,14,3,189,38,69,26,79,72,201,887,35,87,56,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Midfield,5724,Fayçal Fajr,38,31,24,2997,7,7,3,0,45,20,5,2.29,1.27,0,3,52,1638,1230,310,86,90,7.55,794.27,1319,5920.9,97,22,49,24,1,109,7,45,24,52,20,151,531,28,34,37,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Wing,6728,Fede Cartabia,26,15,3,1418,11,12,3,0,52,17,3,2.17,1.12,1,3,20,657,489,102,41,36,-15.82,523.91,704,5965.06,107,33,65,44,2,80,15,28,17,44,9,96,374,37,22,62,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Center Attacking Midfield,7782,Luis Alberto,29,25,13,2196,4,12,3,0,79,28,6,6.57,2.38,1,6,27,794,515,151,45,17,7.94,491.71,872,5251.33,119,67,72,37,4,96,10,14,9,35,12,111,379,57,14,25,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Center Attacking Midfield,10852,Miguel Cardoso,3,0,0,58,3,0,0,0,3,0,0,0.09,0.03,0,1,0,16,12,3,0,1,-0.33,35.38,19,146.82,2,1,4,1,0,2,1,1,1,0,1,2,12,1,1,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Wing,25921,Cani,18,12,0,921,6,12,2,0,10,5,0,0.44,0.22,1,0,8,417,298,73,11,14,1.61,329.5,391,2475.87,43,10,31,14,4,36,6,21,9,26,4,46,166,18,12,11,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Left Wing,25997,Jonás Gutiérrez,15,3,0,442,12,4,2,0,3,0,0,0.19,0.14,1,1,2,170,103,34,13,3,1.02,313.28,179,1151.98,28,3,20,10,4,28,8,11,6,13,5,28,107,14,8,6,0,0,1,0,0,1
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Right Center Forward,27243,Oriol Riera,22,7,5,877,15,2,3,0,24,6,2,2.83,1.41,9,0,8,264,180,29,4,6,2.61,311.87,210,989.6,13,15,11,7,1,69,1,2,0,13,6,22,171,12,22,19,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Center Forward,26288,Jonathan Rodríguez,13,6,1,608,7,5,2,0,19,6,0,1.77,0.84,2,0,3,97,65,10,3,1,-3.05,176.14,132,1219.47,26,22,11,7,0,38,5,4,3,6,3,19,106,12,16,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['RC Deportivo La Coruña'],Center Forward,6732,Lucas Pérez,36,35,30,3286,1,5,3,0,98,46,17,15.6,6.09,1,7,60,1023,749,90,49,32,-6.38,623.68,1010,6849.99,150,103,74,41,3,96,7,13,7,20,2,116,550,70,36,61,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Goalkeeper,24255,Juan Carlos,21,19,19,1908,2,0,1,0,0,0,0,0.0,0.0,0,0,1,759,539,435,0,18,-0.58,867.23,378,1395.55,13,0,1,1,0,0,0,0,0,0,1,105,2,0,1,3,0,36,159,66,1,4
Spain - La Liga,2015/2016,['Rayo Vallecano'],Goalkeeper,26070,Toño,10,10,8,841,0,1,0,1,0,0,0,0.0,0.0,0,0,0,331,242,225,0,17,-0.81,408.57,179,1034.01,17,1,0,0,0,0,0,0,0,0,0,66,0,0,2,3,0,13,54,26,1,4
Spain - La Liga,2015/2016,['Rayo Vallecano'],Goalkeeper,10612,Yoel,9,9,9,853,0,0,1,1,0,0,0,0.0,0.0,0,0,1,354,227,243,0,15,-0.02,397.3,182,793.19,12,0,0,0,0,0,0,0,0,1,0,58,1,0,0,2,0,24,77,27,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Back,16073,Aras Özbiliz,3,1,0,111,2,1,1,0,1,0,0,0.05,0.05,0,1,2,35,20,5,4,1,-0.02,62.44,27,133.74,2,0,2,1,0,5,0,1,1,0,0,2,23,3,3,2,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Back,24138,Quini,27,22,19,2164,5,3,7,0,18,3,0,1.07,0.82,1,1,9,1106,747,343,54,16,-20.84,541.11,651,3811.78,68,13,34,22,2,150,26,50,16,49,57,100,426,26,45,20,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Center Back,27144,Antonio Amaya,17,10,7,1099,7,2,5,1,3,2,1,0.21,0.21,3,0,0,515,389,173,1,16,-0.37,351.72,310,1886.06,29,2,6,5,0,41,3,29,8,26,60,28,120,3,21,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Center Back,6713,Diego Llorente,33,33,30,3022,0,2,11,1,15,6,2,1.14,0.87,8,1,7,1474,1206,390,6,40,-4.6,760.32,1061,6755.42,116,2,40,29,2,159,11,76,37,63,135,170,436,26,61,34,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Center Back,26222,Zé Castro,22,22,16,1798,0,5,7,1,10,3,2,0.67,0.52,6,0,5,1159,871,478,2,52,-2.52,604.49,734,3721.13,58,1,12,10,0,101,4,40,12,32,100,100,183,3,23,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Center Back,11543,Chechu Dorado,10,4,1,506,6,3,2,0,1,1,0,0.04,0.04,1,0,3,271,220,115,0,2,1.95,226.78,174,805.79,19,0,3,2,0,18,1,6,1,12,13,10,40,0,8,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Center Back,18404,José Crespo,9,9,6,747,0,3,4,0,1,1,0,0.02,0.02,1,0,0,411,340,109,0,7,2.6,203.4,278,1497.1,20,0,2,1,0,47,5,22,4,13,33,19,119,4,15,7,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Center Back,43354,Zhang Chengdong,1,0,0,13,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,0,1,0,1.94,21.54,2,4.6,0,0,0,0,0,1,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Back,11298,Nacho Martínez,22,22,14,1778,0,8,7,0,15,1,0,0.58,0.38,0,0,10,1109,809,359,37,29,9.17,460.42,626,3194.06,65,9,17,8,0,95,13,37,11,52,47,70,314,12,34,17,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Back,10727,Răzvan Raț,10,8,8,783,2,0,3,0,8,3,0,0.2,0.13,0,0,13,572,403,176,36,16,9.45,212.65,316,1561.53,32,1,8,5,1,25,1,21,5,13,27,29,70,3,11,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Back,6914,Tito,29,29,24,2610,0,3,5,2,12,1,1,0.67,0.44,4,3,14,1294,1009,330,33,15,3.07,570.67,757,3939.8,79,4,25,13,1,108,9,46,13,63,94,96,351,10,40,39,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Defensive Midfield,6743,Manuel Iturra,6,4,2,407,2,1,2,1,0,0,0,0.0,0.0,0,0,2,174,144,21,0,3,0.46,116.51,126,381.88,3,0,4,1,0,19,4,12,2,7,7,14,98,2,13,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Defensive Midfield,26848,Roberto Trashorras,36,35,32,3274,1,3,10,0,33,12,3,3.25,1.78,2,7,57,2680,2190,616,59,181,-0.84,839.09,2025,11221.11,192,8,59,34,6,113,24,45,25,43,41,215,464,46,53,84,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Defensive Midfield,26607,Raúl Baena,24,22,16,1929,2,5,11,1,9,3,1,1.15,1.02,3,1,8,848,681,178,5,19,-0.71,479.88,630,3154.89,46,7,22,16,0,88,5,33,15,40,39,97,398,19,48,43,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Right Wing,23761,Lass Bangoura,16,7,2,858,9,5,2,0,18,5,0,0.68,0.48,0,1,14,313,201,41,50,14,-13.59,283.99,368,3269.38,89,30,63,31,4,34,5,7,3,14,4,56,137,34,20,14,0,0,0,0,0,0
Spain - La Liga,2015/2016,"['Granada', 'Rayo Vallecano']",Right Wing,26797,Piti,16,9,3,802,7,7,4,0,18,8,2,1.44,0.95,0,2,12,306,176,84,14,22,-0.13,386.31,275,1779.61,41,6,26,20,2,38,5,8,3,18,1,42,113,26,20,12,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Attacking Midfield,24782,Jonhatan Montiel,8,1,0,241,7,1,0,0,2,0,0,0.05,0.05,0,0,2,79,55,14,7,2,-0.56,155.71,82,538.73,12,4,9,3,0,5,1,1,0,1,2,23,47,9,5,4,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Attacking Midfield,6852,Jozabed Sánchez,27,24,18,2160,3,6,3,0,45,23,9,5.37,3.23,7,2,27,1079,885,184,16,32,2.06,497.61,912,4501.54,79,28,38,23,1,67,5,25,14,30,20,127,408,33,22,33,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Attacking Midfield,11146,Luis Fariña,3,0,0,68,3,0,0,0,0,0,0,0.0,0.0,0,0,0,19,17,1,0,0,3.16,40.72,24,103.95,0,1,3,0,0,1,0,3,1,0,1,6,13,5,0,1,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Attacking Midfield,4711,Pablo Hernández,27,24,13,1995,3,11,3,0,35,11,3,2.4,1.19,1,3,26,1017,763,239,38,21,-1.07,502.56,884,5071.44,97,49,54,24,3,75,9,28,15,38,16,110,339,39,17,24,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Attacking Midfield,9246,Patrick Ebert,9,7,3,581,2,3,3,1,10,4,0,1.18,0.43,1,0,8,272,189,31,15,13,0.46,175.72,192,1020.85,16,2,8,5,1,14,0,3,0,5,6,26,108,8,12,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Wing,11539,Adri Embarba,28,19,11,1933,9,8,5,0,40,15,2,3.46,1.42,5,4,24,761,480,113,93,36,-3.62,526.18,752,5938.82,139,43,70,30,9,121,12,27,10,32,24,107,353,62,31,35,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Left Wing,7900,Bebé,34,27,11,2333,7,16,3,0,80,22,3,2.43,0.79,1,6,24,842,525,136,111,49,24.37,665.03,887,8236.98,212,49,111,60,6,91,12,25,12,53,38,138,320,63,37,25,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Forward,11542,Javi Guerra,30,23,15,2192,7,8,8,0,71,29,12,10.9,3.79,13,0,24,663,477,66,13,8,2.93,423.23,587,3070.09,43,64,47,22,5,181,2,10,3,35,9,62,374,56,47,65,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Forward,26690,Manucho Gonçalves,28,5,3,1067,23,2,3,0,25,11,4,4.64,3.1,15,1,8,241,155,29,6,1,-3.11,407.02,152,751.24,14,17,12,6,0,75,2,6,4,13,19,29,158,17,19,18,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Rayo Vallecano'],Center Forward,26685,Miku Fedor,22,18,11,1626,4,7,4,0,42,19,9,10.05,3.46,9,3,22,409,303,45,9,4,0.45,322.55,381,1930.06,37,40,37,16,3,131,4,10,4,36,9,67,352,33,42,26,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Goalkeeper,6654,Antonio Adán,36,36,35,3386,0,1,6,0,0,0,0,0.0,0.0,0,0,2,1144,496,1014,0,30,0.0,1989.01,461,2755.69,61,0,1,1,0,0,0,0,0,0,1,166,6,1,1,3,0,50,329,127,0,12
Spain - La Liga,2015/2016,['Real Betis'],Goalkeeper,8803,Dani Giménez,3,2,2,221,1,0,0,0,0,0,0,0.0,0.0,0,0,0,86,47,68,0,1,-0.39,156.95,36,276.64,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,16,5,0,1
Spain - La Liga,2015/2016,['Real Betis'],Right Back,11634,Cristiano Piccini,16,16,14,1491,0,2,4,0,14,3,0,0.46,0.37,0,0,13,843,641,170,34,14,-14.31,290.12,593,4377.02,103,8,49,26,5,64,17,32,19,33,45,90,191,35,30,13,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Back,6865,Francisco Molinero,20,15,7,1254,5,8,5,0,6,1,0,0.28,0.28,1,1,5,612,463,152,14,11,-10.81,405.84,377,1699.75,37,7,28,5,3,65,5,26,11,26,55,44,170,12,28,6,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Center Back,7161,Germán Pezzella,25,23,22,2280,2,1,9,0,17,8,3,1.64,1.17,13,1,0,809,597,284,3,19,-7.36,622.67,496,2562.16,27,1,2,2,0,110,8,60,10,56,150,77,222,2,25,14,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Center Back,6872,Bruno González,32,32,31,2963,0,1,9,0,17,3,0,1.06,0.88,13,0,0,1070,847,313,0,47,-1.24,784.07,700,3745.09,40,1,15,12,1,130,13,77,22,52,224,100,343,7,39,15,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Center Back,27349,Heiko Westermann,20,20,15,1708,0,3,5,2,15,2,1,1.44,0.97,7,0,2,647,499,186,1,12,6.04,485.09,398,2397.58,37,1,7,5,0,76,13,39,14,33,148,58,168,7,22,14,1,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Center Back,26801,Jordi Figueras,3,2,1,177,1,1,1,0,1,0,0,0.03,0.03,1,0,0,71,51,28,0,1,2.65,104.62,38,258.63,6,0,1,1,0,9,0,4,1,5,13,3,22,0,2,0,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Back,24132,Francisco Varela,14,10,8,970,4,2,3,0,6,2,0,0.46,0.43,0,0,9,542,395,160,23,20,10.61,267.71,313,1227.08,20,4,8,3,1,30,2,17,4,25,19,30,93,6,6,4,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Back,27347,Juan Manuel Vargas,20,20,18,1806,0,1,6,1,18,4,2,0.45,0.25,0,2,23,921,641,240,64,31,17.62,419.4,552,3305.54,65,10,22,16,1,43,3,39,11,43,67,111,130,14,28,9,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Back,6593,Martín Montoya,13,13,12,1225,0,1,4,0,1,0,0,0.03,0.03,0,1,3,740,586,156,9,11,0.13,213.25,431,2258.8,37,5,25,14,3,65,6,34,9,27,40,50,242,9,13,21,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Defensive Midfield,27346,Petros,30,27,21,2450,3,5,8,1,9,1,1,0.85,0.61,1,1,16,1195,985,177,4,19,-0.75,547.61,908,5338.67,103,16,40,25,1,132,23,45,23,64,37,168,745,37,64,79,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Defensive Midfield,24162,Xavi Torres,12,6,4,686,6,2,2,0,8,2,0,0.62,0.27,2,0,3,316,244,79,2,30,0.82,266.98,205,1064.5,11,1,2,2,0,24,2,10,3,13,15,36,111,3,18,12,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Defensive Midfield,5671,Alfred N'Diaye,34,34,31,3161,0,3,6,0,26,5,2,2.98,2.25,10,0,3,1190,945,229,8,51,0.21,653.22,906,6523.87,119,10,45,26,2,208,24,63,22,93,67,173,660,37,62,34,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Midfield,6651,Joaquín,30,22,8,2047,8,14,3,0,29,9,1,2.81,1.66,3,5,48,961,699,158,49,53,-10.47,566.78,863,6369.28,136,44,88,50,4,90,10,22,9,36,20,123,251,55,13,48,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Midfield,24143,Álvaro Vadillo,3,1,0,94,2,1,0,0,1,0,0,0.03,0.03,0,0,2,36,32,3,2,0,3.65,39.16,34,307.33,6,4,4,2,0,4,0,0,0,1,0,5,17,1,0,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Midfield,3601,Charly Musonda,16,13,9,1288,3,4,2,0,14,6,1,0.68,0.44,1,1,11,394,284,58,31,14,0.12,275.23,511,4645.88,112,19,90,52,5,46,5,15,4,17,5,68,243,30,20,57,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Midfield,27345,Didier Digard,8,2,1,327,6,1,2,0,2,1,0,0.03,0.03,0,0,0,165,123,42,0,5,0.19,153.27,122,679.22,10,2,5,2,0,16,1,1,0,7,12,19,64,4,8,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Midfield,6873,Francisco Portillo,19,11,6,1032,8,5,4,0,5,0,0,0.29,0.29,0,0,16,558,459,77,6,14,7.5,306.45,549,2690.17,31,16,46,35,1,35,4,11,7,15,9,66,180,24,19,18,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Left Midfield,19724,Rafael van der Vaart,7,2,0,203,5,2,0,0,6,1,0,0.34,0.21,0,0,3,109,74,23,3,1,1.13,125.88,85,434.19,7,3,2,0,0,11,1,3,2,5,0,10,46,4,4,9,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Wing,186264,Foued Kadir,8,6,1,496,2,5,1,0,10,1,0,0.36,0.23,0,0,7,287,215,35,20,9,-4.24,132.1,277,1765.85,35,16,18,13,2,24,2,9,4,17,6,36,91,20,7,8,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Wing,26723,Álvaro Cejudo,30,21,9,1965,9,12,10,0,36,11,1,1.25,0.75,0,2,21,784,526,168,49,33,-2.29,567.12,765,4927.89,110,18,78,38,6,89,8,46,20,68,21,130,427,48,58,49,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Center Attacking Midfield,6697,Dani Ceballos,34,22,9,2235,12,12,10,1,17,3,0,0.72,0.52,0,2,21,1245,995,234,16,38,1.26,580.2,1255,8071.56,152,18,108,59,6,112,16,41,21,40,22,173,515,63,47,96,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Center Attacking Midfield,6655,Fabián Ruiz,12,6,0,461,6,6,0,0,5,2,0,0.17,0.17,0,1,5,236,189,24,3,4,3.08,150.57,197,1034.49,19,8,14,6,1,25,1,7,5,10,3,29,107,10,9,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Center Forward,6630,Jorge Molina,23,10,0,986,13,10,4,0,13,6,1,2.54,1.97,5,1,8,300,185,31,4,3,-1.71,323.09,228,1037.99,20,15,9,6,1,87,1,2,1,12,5,35,129,14,15,24,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Center Forward,37212,Leandro Damião,3,1,0,141,2,1,0,0,6,1,0,0.74,0.25,1,0,4,28,18,2,1,0,0.72,41.14,22,144.87,3,3,2,0,0,10,0,0,0,3,4,4,26,2,5,3,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Center Forward,27348,Ricky van Wolfswinkel,16,5,2,676,11,3,2,0,15,5,1,2.13,1.17,7,2,4,170,116,13,5,0,1.91,206.67,137,694.25,14,9,5,4,0,61,2,8,2,16,7,19,120,7,21,13,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Right Center Forward,24277,Vincenzo Renato Rennella,6,2,0,213,4,2,1,0,5,2,1,0.86,0.39,0,0,3,59,35,9,3,0,-0.8,84.73,56,375.85,8,5,6,2,1,25,3,0,0,2,2,22,32,7,8,5,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Betis'],Center Forward,6832,Rubén Castro,38,38,33,3538,0,5,3,0,103,47,19,16.59,6.65,23,4,26,1022,735,92,44,20,14.25,554.41,878,4651.28,93,82,57,25,4,88,1,15,6,21,3,110,240,40,25,68,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Madrid'],Goalkeeper,5597,Keylor Navas,34,34,34,3208,0,0,0,0,0,0,0,0.0,0.0,0,0,1,905,627,630,0,30,-5.1,1419.75,402,1825.33,18,0,0,0,0,0,0,0,0,0,2,145,4,0,2,6,0,28,264,95,3,13
Spain - La Liga,2015/2016,['Real Madrid'],Goalkeeper,6706,Kiko Casilla,4,4,4,378,0,0,0,0,0,0,0,0.0,0.0,0,0,0,87,58,55,0,1,-0.46,157.35,42,173.58,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6,29,14,0,1
Spain - La Liga,2015/2016,['Real Madrid'],Right Back,5721,Daniel Carvajal,22,19,13,1702,3,6,6,0,8,0,0,0.42,0.37,0,4,28,1228,1065,184,58,25,-23.36,390.33,918,5017.54,104,21,43,21,1,55,6,42,26,50,34,79,281,11,35,29,0,0,0,0,0,0
Spain - La Liga,2015/2016,['Real Madrid'],Right Back,3063,Danilo,24,23,20,2141,1,3,6,0,18,6,2,0.95,0.65,1,5,12,1491,1260,241,57,32,-16.35,436.53,1112,5480.53,106,24,24,16,1,85,13,54,25,42,50,95,267,7,41,24,0,0,0,0,0,0
