competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,xg_avg,headers,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_overruns,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Italy - Serie A,2015/2016,['Genoa'],Right Wing Back,34355,Riccardo Fiamozzi,8,4,3,517,4,1,1,0,0,0,0,0.0,0.0,0,0,4,220,173,56,8,2,-5.99,139.55,169,994.75,22,1,4,1,1,14,2,10,4,12,15,37,76,9,3,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Left Wing Back,5717,Diego Laxalt,35,35,33,3278,0,2,3,0,34,10,3,2.68,1.28,7,4,26,1533,1132,288,66,24,28.45,606.71,1262,8841.22,186,48,75,31,5,153,22,29,15,97,55,219,725,53,45,49,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Carpi', 'Genoa']",Left Wing Back,3416,Gabriel Silva,27,22,22,2196,5,0,4,0,13,2,0,0.78,0.7,1,2,9,939,623,264,54,21,19.36,508.96,637,4274.67,95,17,30,20,3,88,11,42,6,76,54,123,364,25,39,49,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Defensive Midfield,7475,Tomás Rincón,33,33,30,3117,0,3,9,0,27,6,3,1.36,1.05,1,6,32,1712,1453,306,27,56,-1.31,629.25,1537,9375.08,188,25,72,50,2,122,22,35,15,60,53,244,627,49,77,63,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Left Defensive Midfield,5554,Blerim Džemaili,27,22,8,1868,5,13,7,1,37,6,3,1.76,0.97,0,2,25,835,663,158,20,52,1.51,577.39,723,5477.54,114,15,28,16,2,80,13,23,8,50,29,105,458,26,36,55,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Left Defensive Midfield,10530,Olivier Ntcham,17,11,8,1087,6,3,2,0,23,3,0,0.91,0.46,0,0,18,535,433,106,13,19,1.67,347.78,530,3752.26,67,11,22,16,1,38,9,5,3,12,6,70,268,28,30,8,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Left Defensive Midfield,30772,Panagiotis Tachtsidis,24,7,3,944,17,4,3,0,20,9,2,1.14,0.89,3,2,8,531,370,139,8,19,2.0,477.38,429,2739.05,51,8,15,7,2,58,8,14,9,22,21,89,240,18,25,12,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Wing,7145,Darko Lazović,15,6,1,717,9,5,0,0,17,4,0,1.47,0.58,0,2,11,342,208,54,28,18,-3.08,254.33,289,2096.83,44,29,31,13,2,16,4,5,2,14,6,31,125,11,4,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Right Wing,24683,Diego Capel,21,5,1,802,16,5,2,0,14,4,0,1.12,0.84,1,0,9,273,218,25,17,12,1.24,427.61,291,2340.85,44,10,12,8,0,29,3,6,4,5,0,34,155,23,6,46,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['AC Milan', 'Genoa']",Right Wing,7022,Suso,20,16,1,1265,4,15,4,0,39,16,6,2.03,0.86,0,1,33,691,485,119,50,32,-3.92,381.26,659,3827.27,70,24,48,30,1,29,4,8,3,13,2,62,193,35,15,34,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Center Attacking Midfield,31335,Giuseppe Panico,1,0,0,12,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1,2.33,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['AS Roma', 'Genoa']",Left Wing,7456,Diego Perotti,31,28,17,2414,3,10,3,2,40,13,4,3.79,1.4,2,9,58,1461,1099,213,109,51,11.34,542.7,1419,11765.39,285,76,89,60,3,94,14,15,7,58,9,126,640,62,30,64,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Left Center Forward,7146,Goran Pandev,15,9,4,889,6,4,0,1,17,7,0,2.68,1.2,2,0,15,273,201,37,6,11,3.13,242.63,318,1781.15,28,33,21,13,2,34,1,2,2,15,4,33,165,24,13,36,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Left Center Forward,7852,Tim Matavž,7,5,3,493,2,2,0,0,10,3,0,0.77,0.24,1,0,4,105,63,17,2,3,-0.22,105.97,81,507.86,11,10,3,3,0,47,0,0,0,5,2,14,112,10,15,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Genoa'],Center Forward,8180,Leonardo Pavoletti,25,22,17,2033,3,5,3,1,67,29,14,10.73,3.48,31,3,18,450,317,48,2,6,9.75,367.61,347,1714.21,22,31,13,7,0,170,7,1,0,23,13,53,321,39,70,38,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Goalkeeper,38326,Ferdinando Coppola,1,1,1,95,0,0,0,0,0,0,0,0.0,0.0,0,0,0,42,21,31,0,0,0.24,47.53,17,81.46,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,8,2,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Goalkeeper,8274,Pierluigi Gollini,26,25,25,2471,1,0,2,0,0,0,0,0.0,0.0,0,0,0,843,467,690,0,14,0.99,1348.88,342,1864.79,35,0,0,0,0,0,0,0,0,1,0,137,5,0,0,7,0,44,230,72,0,2
Italy - Serie A,2015/2016,['Hellas Verona'],Goalkeeper,9887,Rafael,12,12,11,1071,0,0,0,1,0,0,0,0.0,0.0,0,0,1,313,189,252,0,4,0.18,569.77,86,537.08,12,0,0,0,0,0,0,0,0,0,0,54,0,0,1,3,0,18,108,44,0,2
Italy - Serie A,2015/2016,['Hellas Verona'],Right Back,11342,Eros Pisano,34,33,30,3084,1,3,7,0,23,8,5,3.04,2.2,14,0,24,1572,1071,610,95,48,-22.54,801.94,991,6689.78,148,12,27,16,0,107,12,38,8,88,112,147,306,31,45,48,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Hellas Verona', 'Sampdoria']",Right Back,7020,Jacopo Sala,23,20,11,1758,3,9,8,0,11,3,0,0.57,0.42,0,1,17,867,615,185,65,24,-20.58,435.83,713,4990.52,117,12,38,15,5,90,20,14,5,42,23,121,397,23,30,23,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Right Center Back,8421,Matteo Bianchetti,23,17,16,1713,6,1,4,0,7,4,1,1.25,1.15,3,0,4,753,581,247,8,17,-6.2,536.24,462,2537.24,50,2,4,2,0,81,12,24,10,45,112,75,320,1,31,16,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Right Center Back,5558,Rafael Márquez,9,9,7,795,0,2,3,0,5,0,0,0.38,0.3,3,0,3,430,338,156,3,16,-3.59,236.14,277,2142.42,56,4,2,1,1,23,2,7,4,14,37,36,81,4,4,11,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Right Center Back,31488,Vangelis Moras,31,30,29,2925,1,0,5,1,8,2,1,0.52,0.41,5,1,5,1176,956,404,4,27,-0.13,714.43,715,5458.05,116,5,9,8,1,92,16,28,10,52,173,122,283,9,31,35,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Center Back,7966,Filip Helander,24,21,19,1993,3,2,4,0,6,2,2,0.62,0.62,6,0,0,720,583,189,1,13,11.69,570.26,432,2783.67,38,1,0,0,0,69,4,13,1,53,106,48,244,4,20,11,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Center Back,7794,Samir,3,3,3,283,0,0,1,0,2,1,1,0.1,0.05,2,0,0,85,66,18,0,1,1.37,75.12,49,133.56,1,0,0,0,0,11,1,10,1,2,15,3,31,0,2,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Back,386650,Michelangelo Albertazzi,10,9,2,729,1,7,4,0,0,0,0,0.0,0.0,0,0,3,334,237,130,14,10,7.89,229.36,190,943.9,14,0,4,3,0,32,2,12,1,20,19,49,128,3,16,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Back,7705,Mohamed Fares,11,7,3,588,4,4,2,0,4,0,0,0.12,0.12,0,1,6,281,200,77,18,9,10.98,221.2,182,1405.93,32,3,9,8,0,18,5,13,4,18,23,40,95,6,10,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Back,7695,Samuel Souprayen,20,18,15,1683,2,2,5,1,7,3,0,0.43,0.39,0,0,14,961,738,219,37,20,19.61,382.17,644,4855.06,109,13,18,13,0,48,6,13,4,33,52,100,255,19,32,23,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Fiorentina', 'Hellas Verona']",Right Wing Back,25303,Gilberto,10,3,2,506,7,1,2,0,7,3,0,0.3,0.22,0,0,4,275,207,41,15,10,-9.8,165.42,260,1929.54,50,10,19,12,1,20,6,1,1,13,9,39,115,16,15,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Right Defensive Midfield,7949,Artur Ioniţă,31,27,21,2520,4,6,2,0,40,14,4,2.92,1.59,17,2,19,863,685,134,16,16,2.06,511.57,667,5007.64,108,25,33,18,1,158,27,31,13,67,32,133,853,43,68,36,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Right Defensive Midfield,7770,Federico Viviani,19,17,14,1697,2,2,5,1,32,9,3,1.4,0.74,0,6,38,1211,935,346,34,118,-0.83,488.94,841,3966.34,58,2,14,12,0,73,7,32,17,44,19,138,383,16,36,35,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Center Defensive Midfield,32119,Leandro Greco,26,22,14,1998,4,8,7,0,11,4,1,0.53,0.51,0,0,20,996,821,188,20,47,-0.24,530.87,862,5394.13,101,4,36,19,2,73,14,25,7,33,17,127,499,24,48,45,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Center Defensive Midfield,386652,Luca Checchin,4,1,0,121,3,1,1,0,0,0,0,0.0,0.0,0,0,0,64,47,11,0,4,-0.21,76.91,47,254.16,4,0,0,0,0,3,0,2,2,4,0,8,30,1,2,1,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Center Defensive Midfield,26220,Matuzalém,7,2,0,237,5,2,1,0,0,0,0,0.0,0.0,0,0,1,176,147,44,1,4,-1.84,153.5,136,881.88,11,0,2,2,0,3,1,5,3,2,5,18,41,4,6,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Defensive Midfield,8717,Dominik Furman,1,0,0,27,1,0,0,0,0,0,0,0.0,0.0,0,0,0,17,15,2,0,0,-0.18,20.97,14,115.15,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Carpi', 'Hellas Verona']",Left Defensive Midfield,31572,Luca Marrone,21,19,11,1674,2,8,7,0,13,3,1,0.73,0.55,3,3,21,845,656,201,12,38,0.6,458.53,572,3067.93,38,7,21,16,1,52,11,12,7,22,27,108,390,16,34,25,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Hellas Verona', 'Sampdoria']",Right Midfield,11339,Paweł Wszołek,28,23,10,1903,5,12,4,1,12,6,0,1.28,0.77,1,5,29,623,435,85,71,19,-15.78,461.51,625,5684.28,147,63,62,43,1,87,6,18,8,36,16,121,359,52,50,30,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Right Midfield,7694,Rômulo,9,0,0,308,9,0,0,0,11,4,0,0.71,0.31,0,1,5,162,127,14,7,3,-6.88,143.73,143,1014.63,20,2,7,3,0,9,1,3,0,5,2,27,47,5,4,4,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Midfield,11494,Luca Siligardi,28,17,4,1504,11,13,1,0,46,6,2,2.35,1.24,2,0,27,559,357,90,54,28,3.24,513.25,529,3838.81,94,35,52,25,1,67,11,13,8,51,8,92,380,34,22,14,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Midfield,8463,Urby Emanuelson,11,6,4,679,5,2,0,0,14,2,0,0.63,0.3,0,1,10,366,293,69,18,17,8.45,228.07,296,1936.93,43,5,15,3,2,28,4,10,5,12,3,50,123,8,7,14,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Right Wing,26442,Boško Janković,15,11,3,940,4,7,4,1,15,4,1,1.3,0.68,4,0,3,237,130,58,24,6,-1.16,300.34,188,1348.92,30,8,11,6,2,51,2,4,1,14,2,28,135,9,22,5,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Center Attacking Midfield,8792,Mattia Zaccagni,3,0,0,67,3,0,0,0,2,0,0,0.09,0.09,0,0,0,19,12,4,0,0,1.0,44.28,18,132.27,3,0,0,0,0,5,1,0,0,2,0,2,19,0,1,2,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Fiorentina', 'Hellas Verona']",Left Wing,5465,Ante Rebić,14,9,3,791,5,6,4,1,17,2,1,1.25,0.86,2,0,4,292,199,37,25,3,2.52,234.6,336,2267.92,59,34,40,23,1,24,8,10,7,19,2,56,185,25,27,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Wing,386651,Juan Gómez,33,19,11,1980,14,8,3,0,36,12,1,2.72,1.82,7,0,22,652,447,69,12,4,1.12,465.46,475,2550.15,40,28,30,20,1,134,5,7,2,37,15,85,359,21,36,54,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Left Center Forward,6686,Giampaolo Pazzini,30,20,14,2055,10,6,5,0,79,25,6,9.76,2.88,14,0,11,370,238,50,9,6,5.1,471.24,378,1920.49,34,52,19,10,3,111,2,3,0,34,13,55,343,40,37,61,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Hellas Verona'],Center Forward,20252,Luca Toni,23,20,17,1879,3,4,3,0,62,24,6,10.6,3.61,21,0,10,360,184,44,7,6,-1.36,320.74,276,1391.81,27,34,24,9,6,103,1,3,2,18,11,56,216,38,48,66,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Goalkeeper,18237,Ionut Radu,1,0,0,22,1,0,0,0,0,0,0,0.0,0.0,0,0,0,6,3,3,0,0,0.07,48.37,4,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy - Serie A,2015/2016,['Inter Milan'],Goalkeeper,26707,Juan Pablo Carrizo,2,2,1,168,0,1,0,0,0,0,0,0.0,0.0,0,0,0,45,31,30,0,1,0.12,80.42,20,62.2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,11,3,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Goalkeeper,7001,Samir Handanovič,36,36,36,3458,0,0,5,0,0,0,0,0.0,0.0,0,0,0,984,738,627,0,28,-3.07,1355.63,396,1923.37,31,0,1,0,0,0,0,0,0,0,0,156,3,0,1,5,0,34,311,114,1,15
Italy - Serie A,2015/2016,['Inter Milan'],Right Back,6984,Danilo D'Ambrosio,20,18,16,1730,2,1,4,1,8,2,2,0.8,0.61,2,0,9,946,718,247,20,10,-16.85,352.13,618,2715.07,56,6,31,12,1,70,15,26,8,49,56,78,298,17,35,19,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Back,6999,Davide Santon,12,11,8,1030,1,3,1,0,3,2,0,0.04,0.04,0,1,5,646,541,118,26,16,-10.48,240.88,499,3792.07,83,3,18,8,3,34,3,5,0,29,25,64,135,4,18,10,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Back,6593,Martín Montoya,3,3,2,269,0,1,0,0,0,0,0,0.0,0.0,0,0,3,204,169,39,6,5,-3.31,50.18,148,877.85,20,1,6,4,0,10,0,1,1,3,3,7,54,1,4,7,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Center Back,5551,João Miranda de Souza Filho,32,31,29,2928,1,0,7,2,10,3,1,1.03,1.03,6,3,2,1536,1268,437,4,55,-6.73,798.31,1142,6151.14,59,10,15,12,0,94,14,45,21,65,173,173,358,12,47,41,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Inter Milan', 'Sampdoria']",Center Back,7962,Andrea Ranocchia,23,14,13,1473,9,0,6,1,9,1,0,0.98,0.79,8,0,2,668,549,212,0,16,-3.78,535.48,439,2561.77,51,1,4,3,0,45,8,19,2,35,78,47,148,3,24,19,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Left Center Back,6585,Jeison Murillo,34,32,27,3024,2,2,6,3,21,5,2,1.92,1.59,15,0,4,1570,1360,417,1,36,-0.65,791.81,1130,6259.88,120,5,7,5,0,133,12,40,20,63,132,147,374,14,32,39,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Left Center Back,6969,Juan Jesus,19,16,14,1518,3,2,3,0,4,1,0,0.16,0.11,0,0,10,949,778,225,15,8,12.8,383.36,693,4203.53,72,5,17,10,0,63,6,11,5,45,58,79,275,7,33,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Left Back,11183,Alex Telles,21,18,9,1640,3,8,6,1,13,3,0,0.37,0.31,0,1,24,1174,889,315,57,23,20.33,410.85,807,4904.14,124,7,37,22,3,69,10,35,18,41,49,99,225,11,30,13,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Left Back,5690,Yuto Nagatomo,22,19,15,1757,3,2,5,2,7,1,0,0.22,0.15,0,0,12,1044,823,199,57,14,1.76,381.43,733,4643.28,106,9,20,8,3,81,10,19,8,45,43,75,371,13,22,21,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Center Defensive Midfield,40348,Assane Gnoukouri,2,1,0,61,1,1,0,0,2,0,0,0.05,0.05,0,0,1,50,42,5,0,1,-0.44,35.01,44,201.84,1,1,0,0,0,1,0,1,0,2,1,4,14,0,1,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Center Defensive Midfield,25430,Felipe Melo,26,21,15,1881,5,4,7,2,23,5,1,1.68,0.72,7,1,8,1112,959,224,0,53,1.3,604.87,836,3743.41,48,4,10,7,1,82,9,32,7,39,55,104,342,21,42,36,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Center Defensive Midfield,16453,Gary Medel,29,28,22,2564,1,6,10,0,12,2,1,0.44,0.39,0,1,12,1797,1590,347,8,73,-0.85,626.44,1324,5514.63,68,3,12,7,2,98,18,29,7,46,67,171,528,12,25,26,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Midfield,42271,Fabio Della Giovanna,1,0,0,13,1,0,0,0,0,0,0,0.0,0.0,0,0,0,5,3,3,0,0,-0.55,23.17,3,33.18,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Midfield,11497,Jonathan Biabiany,20,7,2,954,13,5,3,0,20,7,1,1.31,0.58,4,1,16,372,280,34,39,14,-23.98,348.97,376,3324.09,85,20,46,27,6,52,6,5,4,23,6,46,188,17,9,17,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Center Midfield,32807,Fredy Guarín,16,11,8,1051,5,3,7,0,29,7,1,1.54,0.47,6,1,13,494,355,108,23,12,-7.34,342.77,456,2537.75,50,9,33,22,3,35,5,11,6,27,14,66,239,20,26,10,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Center Midfield,5469,Marcelo Brozović,32,25,21,2555,7,4,7,0,56,11,4,3.44,1.78,0,4,48,1841,1451,407,56,85,-1.77,665.62,1502,9115.95,135,26,77,40,6,95,20,21,6,62,25,170,751,43,46,37,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Left Center Midfield,6589,Geoffrey Kondogbia,25,23,13,2097,2,9,6,1,38,10,1,1.79,0.91,2,0,16,1319,1156,187,4,28,5.82,461.93,1230,7379.59,144,13,62,36,5,89,11,27,9,48,28,180,616,46,48,53,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Wing,23987,Rey Manaj,4,0,0,58,4,0,1,0,2,0,0,0.17,0.17,0,0,1,8,7,0,0,0,-1.26,45.19,11,33.65,0,3,0,0,0,1,0,0,0,0,0,0,10,1,9,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['AS Roma', 'Inter Milan']",Left Wing,5587,Adem Ljajić,26,16,7,1552,10,9,2,0,39,12,3,3.06,1.37,2,3,51,906,749,90,35,25,8.3,404.09,801,6576.07,138,49,55,29,5,23,1,5,2,30,9,74,207,21,7,22,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Left Wing,5474,Ivan Perišić,34,26,18,2570,8,8,5,0,71,21,7,7.86,2.92,11,6,21,1255,902,162,95,45,18.24,574.28,1043,7899.32,177,70,61,32,2,107,6,23,7,71,31,103,466,33,23,18,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Right Center Forward,7165,Rodrigo Palacio,27,15,6,1513,12,9,5,0,17,9,2,3.27,1.37,4,4,25,581,430,61,52,19,1.52,396.45,577,4137.1,72,42,41,24,3,80,7,6,3,34,10,64,352,34,26,56,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Left Center Forward,3434,Stevan Jovetić,26,18,3,1598,8,15,4,0,70,25,6,7.75,2.05,4,2,30,892,640,126,30,19,6.79,403.24,852,4823.98,81,49,64,31,2,81,9,5,2,14,11,92,261,51,33,58,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Inter Milan'],Center Forward,6987,Mauro Icardi,33,32,18,2703,1,14,1,0,59,25,16,12.35,5.57,21,4,27,558,397,65,24,11,2.88,504.45,458,1955.82,30,73,17,7,3,97,2,2,2,24,34,62,395,20,22,43,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Goalkeeper,6949,Gianluigi Buffon,35,35,35,3343,0,0,1,0,0,0,0,0.0,0.0,0,0,0,888,721,449,0,17,-0.54,1165.1,388,1794.13,18,0,0,0,0,0,0,0,0,0,1,148,0,0,1,0,0,17,228,77,1,21
Italy - Serie A,2015/2016,['Juventus'],Goalkeeper,6590,Neto,3,3,3,281,0,0,0,0,0,0,0,0.0,0.0,0,0,0,49,47,25,0,1,0.14,87.65,23,95.44,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,23,3,0,1
Italy - Serie A,2015/2016,['Juventus'],Right Center Back,6943,Andrea Barzagli,31,31,29,2891,0,2,2,0,4,1,1,0.69,0.69,0,0,11,1959,1726,480,12,60,-12.68,686.61,1386,6054.02,87,2,14,9,0,64,7,27,9,47,99,138,239,11,8,22,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Center Back,6953,Daniele Rugani,17,11,11,1260,6,0,2,0,3,1,0,0.17,0.17,2,0,1,788,707,174,0,7,-1.81,352.81,602,3521.24,71,1,6,5,0,40,8,12,2,17,48,53,185,4,17,14,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Center Back,5248,Martín Cáceres,6,5,3,464,1,2,0,0,2,0,0,0.15,0.15,0,0,2,300,279,35,5,3,-4.69,113.18,230,810.69,8,1,1,1,0,8,0,5,1,7,13,14,42,1,6,3,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Center Back,7173,Leonardo Bonucci,36,35,34,3343,1,1,6,0,26,7,3,2.17,1.75,8,1,13,2336,2022,768,3,70,-4.78,919.14,1736,8219.39,105,3,20,15,1,88,10,46,17,56,167,138,253,2,35,31,1,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Center Back,6954,Giorgio Chiellini,24,21,16,1890,3,4,5,1,15,2,1,1.38,1.11,6,0,10,1411,1215,366,7,29,14.79,546.21,1035,6308.52,140,1,5,4,0,71,6,32,3,27,89,103,196,9,29,26,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Wing Back,5689,Juan Cuadrado,28,16,12,1855,12,4,2,0,36,11,4,2.61,1.11,1,4,39,1072,885,120,54,44,-24.87,488.49,1046,7412.38,165,63,99,64,6,59,13,20,7,49,11,103,311,32,36,95,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Wing Back,18874,Mauricio Isla,1,0,0,16,1,0,0,0,0,0,0,0.0,0.0,0,0,1,13,11,2,1,0,-1.6,14.35,11,30.24,0,1,2,0,0,1,0,1,0,1,2,2,3,1,0,0,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Wing Back,7952,Simone Padoin,12,6,4,635,6,2,2,0,4,2,1,0.31,0.26,0,0,5,292,254,25,9,8,-10.56,207.87,218,1138.86,20,0,2,1,0,18,0,4,1,14,16,21,83,2,7,10,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Wing Back,5541,Stephan Lichtsteiner,26,22,11,1910,4,11,5,0,16,6,0,1.21,0.74,2,1,17,1067,806,261,43,11,-27.62,473.41,761,4068.63,82,19,22,9,1,52,5,9,3,53,40,74,217,12,25,22,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Wing Back,6945,Alex Sandro,22,15,14,1614,7,0,6,1,18,4,2,0.94,0.38,3,3,38,1048,846,157,69,25,27.12,382.25,800,6199.46,157,29,48,28,2,58,10,35,12,31,43,106,252,34,32,41,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Left Wing Back,20008,Patrice Evra,26,24,20,2174,2,3,6,1,17,5,2,1.51,1.03,7,3,24,1324,1093,195,46,16,31.21,438.55,938,4809.59,107,22,20,7,0,89,18,23,6,58,48,73,238,22,28,16,0,0,0,0,0,0
Italy - Serie A,2015/2016,"['Inter Milan', 'Juventus']",Center Defensive Midfield,25345,Anderson Hernanes de Carvalho Andrade,16,10,7,981,6,3,6,0,33,14,1,1.0,0.37,0,1,12,671,592,91,7,27,0.01,326.66,558,3180.16,50,11,22,11,3,38,6,15,4,16,13,64,147,20,27,12,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Center Defensive Midfield,8294,Claudio Marchisio,23,23,20,2039,0,3,8,0,26,7,0,0.72,0.45,0,2,20,1509,1318,325,13,107,-1.27,528.6,1130,5377.37,64,0,23,16,2,73,11,36,14,41,27,161,350,19,35,21,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Center Defensive Midfield,3951,Mario Lemina,10,7,5,777,3,2,4,0,5,4,2,0.34,0.34,0,0,5,462,409,78,2,21,-0.16,209.7,390,2357.56,29,0,10,9,0,28,7,9,5,18,13,46,181,9,20,9,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Center Midfield,3579,Roberto Pereyra,13,9,3,837,4,6,0,0,10,2,0,0.67,0.44,0,1,26,442,390,46,16,15,-2.04,225.01,422,2998.37,63,27,21,8,1,21,4,7,5,13,2,54,178,18,12,22,0,0,0,0,0,0
Italy - Serie A,2015/2016,['Juventus'],Right Center Midfield,5566,Sami Khedira,20,20,8,1582,0,11,3,1,22,10,5,3.71,2.55,3,3,8,816,688,87,19,9,-8.02,344.27,673,3530.67,52,23,20,13,1,34,5,8,4,25,20,69,277,17,14,19,0,0,0,0,0,0
