competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Goalkeeper,42462,Alexander Manninger,2,1,1,100,1,0,0,0,0,0,0,0.0,0,0,36,25,26,0,0,12,59.31,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,8,2,0,1
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Goalkeeper,8314,Marwin Hitz,33,33,32,3111,0,1,2,0,0,0,0,0.0,0,1,1229,795,911,0,28,590,4095.79,104,0,0,0,1,0,0,0,2,1,157,5,0,0,9,0,49,351,126,1,11
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Back,9400,Daniel Opare,4,4,4,379,0,0,2,0,2,0,0,0.05,0,2,138,89,47,7,4,99,618.66,9,2,14,6,8,0,5,2,7,9,23,47,6,6,7,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Back,8237,Paul Verhaegh,25,25,24,2308,0,1,8,0,10,7,6,5.19,2,16,1325,1064,366,46,37,804,3717.82,59,5,9,6,69,5,23,6,52,67,89,247,9,13,19,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Center Back,40543,Hong Jeong-Ho,23,19,16,1804,4,3,4,0,15,6,2,1.46,0,3,919,776,279,2,82,676,3314.03,36,1,2,2,67,4,16,4,44,129,63,156,2,24,14,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Center Back,22826,Jan-Ingwer Callsen-Bracker,10,8,8,784,2,0,1,0,5,1,1,0.24,0,1,346,291,96,0,23,256,1291.53,13,0,0,0,27,3,7,3,26,63,28,81,0,14,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Center Back,8318,Jeffrey Gouweleeuw,11,11,10,1039,0,0,2,1,2,2,0,0.76,0,3,511,403,195,1,32,376,2338.57,45,0,3,2,51,5,9,2,25,64,24,121,1,17,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Left Center Back,4174,Ragnar Klavan,31,31,30,2921,0,1,2,0,9,4,0,0.84,0,6,1501,1266,440,2,89,1129,7239.51,112,1,2,2,78,12,26,12,53,187,95,284,4,24,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Left Back,4279,Konstantinos Stafylidis,11,8,6,726,3,2,2,0,10,4,1,0.28,0,3,381,268,132,21,21,234,1297.77,18,0,8,6,32,6,15,5,27,41,43,97,7,10,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Left Back,40480,Markus Feulner,18,10,8,1148,8,2,5,0,13,4,1,0.84,0,7,441,316,111,23,10,321,1803.59,31,12,21,11,56,8,9,5,20,29,67,259,23,30,20,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Left Back,8319,Philipp Max,26,23,20,2190,3,3,3,0,8,2,0,0.18,0,14,1031,761,268,66,35,635,3982.57,94,2,9,4,91,5,26,9,44,62,87,368,11,36,21,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Defensive Midfield,24117,Christoph Janker,11,3,1,413,8,2,2,0,1,0,0,0.04,0,0,150,124,32,0,5,98,444.51,3,0,1,0,13,2,5,1,6,15,14,63,3,10,7,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Defensive Midfield,8207,Dominik Kohr,31,30,17,2596,1,13,12,0,23,2,0,1.21,2,5,1124,860,285,5,55,753,4028.11,63,5,25,10,123,14,43,13,79,75,107,667,21,78,51,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Augsburg', 'FSV Mainz 05']",Right Defensive Midfield,5627,Koo Ja-Cheol,29,24,17,2191,5,8,6,0,40,16,8,3.46,1,26,843,666,116,16,23,714,4031.11,57,26,41,28,102,11,20,11,51,24,143,474,43,39,51,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Defensive Midfield,49081,Sascha Mölders,4,0,0,44,4,0,0,0,2,0,0,0.14,0,0,7,2,1,0,0,5,14.64,0,0,1,0,5,0,0,0,1,0,1,8,1,4,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Left Defensive Midfield,8317,Daniel Baier,28,28,19,2411,0,9,7,0,18,6,1,0.69,2,48,1511,1123,443,20,71,933,5378.33,84,3,16,10,90,9,42,18,42,64,162,378,20,34,49,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Wing,29001,Albian Afrim Ajeti,1,0,0,42,1,0,0,0,0,0,0,0.0,0,0,8,6,1,0,0,7,30.02,0,0,0,0,2,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Right Wing,8574,Alexander Esswein,29,22,6,1868,7,16,1,0,47,13,3,2.19,1,29,568,377,65,66,12,535,4746.62,100,35,58,30,69,9,17,6,38,9,87,406,20,37,37,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Center Attacking Midfield,40462,Halil Altıntop,19,15,5,1244,4,10,1,0,14,3,1,1.69,2,13,378,298,61,3,12,342,2011.9,33,9,19,11,49,5,3,0,9,9,52,263,26,13,18,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Center Attacking Midfield,9408,Jan Morávek,11,3,0,431,8,3,0,0,6,1,1,0.62,0,5,177,136,26,1,5,119,552.04,8,4,5,2,24,1,3,1,9,4,21,164,9,10,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Center Attacking Midfield,12302,Ji Dong-Won,21,7,3,855,14,4,2,0,13,3,0,1.23,0,13,308,230,44,10,11,247,1558.62,29,11,15,5,44,6,3,3,22,5,45,228,15,27,13,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Center Attacking Midfield,26790,Piotr Trochowski,5,2,0,160,3,2,0,0,6,1,0,0.27,0,3,77,60,17,1,4,61,275.52,2,2,1,0,3,0,1,1,0,0,12,40,1,5,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Left Wing,8303,Caiuby,26,25,22,2328,1,3,11,0,67,25,4,4.03,4,33,771,493,131,30,19,648,4868.63,81,38,75,45,175,9,17,7,59,47,130,489,50,66,39,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Left Wing,400620,Tobias Werner,13,7,4,752,6,3,2,0,22,4,0,2.17,1,15,193,116,35,17,17,114,689.21,11,11,8,5,19,1,8,3,17,8,28,97,1,10,7,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Center Forward,5514,Alfred Finnbogason,14,13,9,1175,1,4,3,0,33,19,7,6.31,1,12,292,203,23,6,3,252,1366.08,22,35,23,11,63,3,8,4,22,11,43,287,26,25,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Center Forward,8807,Raúl Bobadilla,27,19,7,1882,8,11,3,1,61,23,4,5.82,2,26,506,384,52,20,26,596,3645.99,58,50,69,41,69,10,9,6,29,18,96,332,62,45,65,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Augsburg'],Center Forward,7852,Tim Matavž,11,3,3,417,8,0,1,0,12,3,0,1.27,0,4,71,43,6,8,0,65,385.44,7,4,6,5,40,0,1,1,6,1,13,105,7,4,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Goalkeeper,15581,Bernd Leno,33,33,33,3126,0,0,0,0,0,0,0,0.0,0,2,1092,707,738,0,14,576,3061.09,44,0,0,0,0,0,0,0,2,0,178,8,1,0,3,1,38,203,99,1,13
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Goalkeeper,400627,Dario Kresic,1,1,0,47,0,1,0,0,0,0,0,0.0,0,0,18,11,17,0,0,4,10.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Goalkeeper,401501,David Yelldell,1,0,0,49,1,0,0,0,0,0,0,0.0,0,0,20,6,19,0,1,7,38.75,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,10,1,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Back,8918,Roberto Hilbert,12,9,5,811,3,4,1,0,4,1,0,0.15,1,6,467,299,164,19,18,294,1876.38,35,4,23,16,41,4,15,7,23,40,45,148,9,15,7,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Back,6309,Tin Jedvaj,15,11,5,1000,4,5,6,1,3,1,0,0.07,0,4,470,321,152,11,7,265,1940.34,47,8,13,7,50,6,18,5,31,35,43,177,7,17,13,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Center Back,8221,Jonathan Tah,29,29,28,2698,0,1,2,0,15,1,0,1.26,0,4,1194,951,380,1,26,838,5368.46,79,2,16,8,86,9,49,22,57,136,208,312,13,25,26,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Center Back,9363,André Ramalho,19,11,11,1232,8,0,5,0,8,0,0,0.57,0,1,612,499,176,1,22,431,2635.91,35,3,5,5,61,9,16,3,32,67,55,191,5,18,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Center Back,8313,Kyriakos Papadopoulos,16,10,8,1014,6,1,4,1,12,3,0,1.44,0,2,381,282,109,0,8,188,758.96,9,2,3,2,58,2,13,2,25,57,37,126,2,18,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Center Back,8573,Ömer Toprak,19,17,11,1467,2,6,2,0,11,6,1,1.63,0,6,722,554,239,0,20,462,2841.53,36,1,8,6,72,5,33,15,46,78,97,177,3,24,13,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Back,8211,Benjamin Henrichs,9,5,5,585,4,0,1,0,0,0,0,0.0,1,2,237,169,75,0,0,133,797.22,14,0,2,2,39,8,19,9,17,23,34,118,5,9,11,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Back,20415,Sebastian Boenisch,8,7,5,568,1,1,1,1,8,1,1,0.27,0,3,383,250,138,11,10,203,928.21,13,3,6,5,31,3,14,7,22,18,36,81,2,8,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Back,8212,Wendell,28,26,23,2536,2,2,10,1,18,3,0,0.74,0,18,1584,1201,394,39,24,997,6250.53,138,18,39,18,122,9,66,16,74,85,188,465,33,61,42,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Defensive Midfield,8805,Christoph Kramer,28,28,25,2511,0,3,3,0,9,2,0,0.6,1,14,1558,1283,276,16,28,1150,6934.21,128,36,39,21,127,18,16,3,61,37,190,635,57,42,38,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Defensive Midfield,8969,Lars Bender,11,11,7,915,0,4,3,0,11,4,1,0.79,1,6,545,421,128,4,8,339,1673.66,24,3,11,6,62,6,12,4,29,23,53,244,5,21,13,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Defensive Midfield,24428,Vladlen Yurchenko,7,3,0,308,4,3,2,0,5,2,1,0.27,0,3,156,124,37,0,6,105,445.67,3,1,0,0,19,1,9,1,8,5,12,62,4,9,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Defensive Midfield,8210,Charles Aránguiz,7,5,5,509,2,0,1,0,12,3,2,1.42,1,4,224,165,56,5,11,152,707.34,11,4,2,2,17,1,6,3,18,10,34,142,5,16,14,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Bayer Leverkusen', 'Borussia Dortmund']",Left Defensive Midfield,8222,Kevin Kampl,23,19,17,1847,4,2,4,0,27,13,3,2.01,2,15,1050,848,217,15,26,942,6436.25,138,31,38,24,63,9,26,13,53,16,171,406,27,37,21,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Defensive Midfield,21168,Marlon Frey,9,2,0,277,7,2,1,0,9,1,0,0.41,0,0,97,69,30,0,3,67,438.46,7,2,5,4,10,0,4,0,6,6,16,48,2,6,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Midfield,5555,Julian Brandt,29,18,7,1706,11,11,0,0,30,16,9,4.55,3,29,735,544,65,26,17,677,5310.11,126,45,56,28,68,2,10,7,28,8,95,354,41,12,24,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Right Midfield,8213,Karim Bellarabi,33,31,16,2698,2,15,5,0,72,25,6,5.51,11,31,875,577,118,67,20,1051,8416.1,200,103,144,75,82,21,22,9,60,8,181,637,105,70,69,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Midfield,8219,Admir Mehmedi,28,14,7,1438,14,7,2,0,26,9,2,2.07,5,27,564,424,77,25,15,553,3380.3,63,32,44,32,71,6,3,0,34,8,76,315,41,32,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Midfield,7039,Hakan Çalhanoğlu,31,27,14,2347,4,13,1,0,86,31,3,5.33,5,74,1457,997,313,86,116,1105,5958.36,86,36,54,31,109,12,9,2,64,32,142,475,45,34,34,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Wing,3083,Son Heung-Min,1,1,0,64,0,1,0,0,2,0,0,0.42,0,0,18,14,2,1,0,24,128.13,3,5,3,1,1,1,1,1,1,1,5,12,5,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Left Center Forward,11394,Stefan Kießling,30,19,14,2011,11,5,1,0,40,17,5,8.3,3,10,634,398,66,6,4,443,1998.2,33,36,42,15,201,8,8,5,35,22,84,389,48,48,74,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayer Leverkusen'],Center Forward,3058,Javier Hernández Balcázar,28,25,14,2253,3,11,6,0,64,31,17,11.54,2,24,549,407,47,23,17,510,2533.28,40,50,45,22,85,3,6,4,16,4,59,261,37,26,60,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Goalkeeper,5570,Manuel Neuer,34,34,33,3124,0,1,0,0,0,0,0,0.0,0,0,1288,1071,658,0,38,780,3222.14,10,0,2,2,0,0,0,0,1,1,140,1,0,0,2,0,16,164,63,0,21
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Goalkeeper,8208,Sven Ulreich,1,0,0,41,1,0,0,0,0,0,0,0.0,0,0,18,12,13,0,0,12,67.88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,2,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Back,19295,Philipp Lahm,26,25,20,2256,1,5,3,0,10,4,1,1.03,1,46,2127,1924,311,37,36,1577,8001.67,147,31,15,10,55,6,19,7,27,40,107,207,8,11,21,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Back,8209,Rafinha,25,18,15,1817,7,3,7,0,10,3,0,0.36,2,15,1920,1755,260,40,36,1518,6585.74,110,3,21,9,51,6,23,5,34,29,102,165,8,23,25,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Center Back,9399,Javi Martínez,16,11,10,1158,5,1,2,0,14,2,1,1.98,1,5,907,811,144,4,14,680,3783.93,72,3,2,0,44,8,12,4,20,37,46,119,7,16,15,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Center Back,5579,Joshua Kimmich,22,15,13,1477,7,2,3,0,7,4,0,0.37,2,7,1527,1408,329,7,44,1274,7569.65,143,2,12,10,51,6,11,5,22,21,88,215,5,17,29,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Center Back,5578,Jérôme Boateng,19,17,8,1388,2,8,4,1,7,1,0,0.23,3,9,1285,1100,417,11,85,1009,5689.04,100,3,4,4,28,2,13,5,18,48,64,75,2,12,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Center Back,5244,Medhi Benatia,14,11,8,1012,3,3,2,0,9,2,1,1.31,1,1,822,740,136,0,7,650,2974.16,31,1,4,4,28,1,23,6,13,42,69,88,0,16,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Left Center Back,8220,David Alaba,30,27,26,2579,3,1,2,0,28,6,1,0.96,0,18,2536,2340,426,31,46,2086,13226.1,300,11,12,7,55,3,22,12,40,59,164,206,11,11,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Left Center Back,9406,Holger Badstuber,7,5,4,483,2,1,0,0,2,1,0,0.18,0,1,395,357,75,1,16,289,1535.82,23,0,0,0,13,0,2,0,2,14,15,38,2,3,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Left Center Back,400984,Serdar Taşçı,3,3,1,222,0,2,1,0,1,0,0,0.04,0,0,194,173,34,0,0,153,1106.92,22,0,1,1,7,0,5,0,4,2,9,22,0,4,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Left Back,15651,Juan Bernat,16,13,11,1197,3,2,2,0,9,2,0,0.53,1,7,948,845,120,18,13,740,3327.46,57,11,27,14,42,4,13,9,32,24,62,125,27,11,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Center Defensive Midfield,20133,Xabi Alonso,26,23,15,2005,3,7,6,1,13,5,0,0.45,2,39,2351,2105,477,16,83,1657,6479.01,88,2,5,3,91,11,11,2,29,35,99,347,8,40,40,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Midfield,8218,Arjen Robben,15,14,6,1124,1,8,1,0,51,18,4,6.09,1,24,620,495,69,26,16,562,4728.0,118,68,34,19,13,1,3,2,13,3,42,106,24,4,15,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Midfield,8217,Kingsley Coman,23,20,13,1733,3,7,0,0,36,14,4,3.49,6,31,878,704,53,98,22,986,7660.44,198,74,92,63,41,3,5,4,24,6,78,292,55,13,59,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Center Midfield,8206,Arturo Vidal,30,24,14,2111,6,10,3,0,51,18,4,4.03,5,42,2027,1822,247,21,66,1598,6263.78,80,16,15,9,130,23,19,5,55,34,118,448,20,67,38,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Center Midfield,22824,Sebastian Rode,15,3,2,446,12,1,1,0,7,1,1,0.82,1,2,311,273,36,2,2,240,1137.63,17,12,5,4,17,1,2,1,6,4,24,91,8,11,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Left Center Midfield,9091,Miloš Pantović,1,0,0,3,1,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0,2,5.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Left Center Midfield,5208,Thiago Alcântara,27,16,11,1714,11,5,2,0,31,10,2,2.63,3,32,1590,1396,264,16,69,1344,6826.12,94,17,56,42,83,14,22,10,28,13,112,324,37,40,45,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Right Wing,5837,Douglas Costa,27,23,13,2034,4,10,1,0,64,26,4,3.21,9,36,1118,812,116,114,54,1136,10088.31,239,61,116,59,34,2,11,3,34,3,108,285,51,26,26,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Center Attacking Midfield,8227,Mario Götze,14,11,7,977,3,4,1,0,17,12,3,2.65,4,14,547,470,36,18,6,489,2986.45,66,33,27,18,33,2,4,2,15,2,35,246,29,24,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Center Attacking Midfield,5562,Thomas Müller,31,26,16,2425,5,10,4,0,92,46,20,16.83,3,57,1112,846,128,51,18,898,4336.83,88,115,49,29,108,5,11,5,37,16,80,330,60,29,35,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Left Wing,8223,Franck Ribéry,13,6,5,723,7,1,1,0,14,7,2,1.68,3,23,558,431,62,37,22,535,4057.38,93,44,61,29,15,0,4,2,8,1,43,124,25,11,17,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Bayern Munich'],Center Forward,5668,Robert Lewandowski,32,29,26,2736,3,3,2,0,149,72,30,24.52,2,16,765,608,69,13,4,848,4891.74,83,121,53,29,97,2,4,1,20,19,111,366,66,36,55,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Goalkeeper,8225,Roman Bürki,33,33,33,3095,0,0,1,0,0,0,0,0.0,0,0,1012,770,587,0,15,560,2709.83,27,0,2,2,0,0,0,0,0,0,143,6,0,1,6,0,34,158,74,0,12
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Goalkeeper,12424,Roman Weidenfeller,1,1,1,93,0,0,0,0,0,0,0,0.0,0,0,29,18,20,0,1,10,75.34,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,0,1
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Back,8241,Felix Passlack,3,2,1,186,1,1,0,0,0,0,0,0.0,0,1,126,107,13,2,1,99,468.37,9,2,1,0,11,2,1,0,2,2,7,34,2,1,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Back,8808,Matthias Ginter,24,21,18,1981,3,3,0,0,17,5,3,1.18,4,13,1336,1094,209,45,13,904,4161.3,72,18,18,11,74,4,16,5,27,50,84,213,10,24,28,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Back,5658,Łukasz Piszczek,20,16,15,1596,4,1,3,0,13,2,0,0.64,3,16,1281,1055,218,34,8,829,4466.81,81,8,15,9,45,3,17,5,45,53,63,215,14,12,11,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Center Back,4430,Neven Subotić,6,5,5,492,1,0,2,0,2,0,0,0.23,0,2,454,398,114,1,12,379,2021.95,28,1,1,1,17,1,4,1,11,24,23,55,0,5,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Center Back,8244,Sokratis,25,23,22,2204,2,1,5,0,9,4,1,0.81,0,3,1862,1671,410,3,36,1491,6695.79,91,4,8,7,88,17,16,8,37,93,101,267,10,36,32,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Center Back,8216,Sven Bender,19,14,11,1305,5,3,1,0,3,1,0,0.76,0,7,1163,1053,209,1,17,930,4835.69,69,3,9,7,64,2,21,6,34,69,83,174,7,13,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Left Center Back,5572,Mats Hummels,30,29,25,2596,1,4,1,0,11,6,2,1.61,2,5,2349,2019,711,7,37,1845,10717.36,194,12,18,10,113,14,38,20,39,122,171,246,11,20,20,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Left Back,13206,Erik Durm,14,10,7,900,4,3,2,0,12,4,1,1.42,1,7,527,404,111,19,5,402,2352.84,49,12,20,14,35,3,11,4,26,27,67,133,14,13,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Left Back,11458,Marcel Schmelzer,26,22,21,2149,4,1,2,0,21,8,0,0.73,4,22,1602,1320,240,65,11,1093,5192.4,115,30,22,10,86,5,19,6,45,60,78,336,11,25,38,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Borussia Dortmund', 'FSV Mainz 05']",Left Back,5609,Park Joo-Ho,6,5,3,416,1,2,0,0,3,1,0,0.34,0,2,308,263,48,3,6,228,1165.54,19,2,4,3,19,4,4,2,17,8,11,84,8,12,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Center Defensive Midfield,8816,Julian Weigl,30,25,19,2339,5,6,5,0,9,1,0,0.34,0,15,2277,2097,315,4,33,1882,8340.83,109,1,25,17,86,12,23,9,42,41,159,443,17,40,66,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Left Defensive Midfield,8232,Nuri Şahin,9,6,3,517,3,3,1,0,4,1,0,0.18,2,5,509,452,72,1,7,402,1410.4,20,2,2,1,22,3,7,1,6,7,22,100,6,8,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Center Midfield,9475,Moritz Leitner,9,2,1,356,7,1,0,0,6,1,0,0.38,1,4,244,213,31,5,9,236,1139.35,19,8,9,6,9,2,2,0,8,1,15,71,14,4,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Center Midfield,10287,İlkay Gündoğan,25,22,15,2063,3,7,1,0,50,14,1,3.32,3,20,2007,1760,356,13,58,1784,9124.09,151,28,66,48,47,12,39,17,46,15,180,394,33,31,51,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Left Center Midfield,8233,Gonzalo Castro,25,16,7,1538,9,9,1,0,19,12,3,1.43,7,22,1016,833,149,13,16,865,4093.2,60,25,35,16,56,6,10,6,38,8,75,308,38,13,23,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Wing,6330,Adnan Januzaj,6,0,0,188,6,0,0,0,4,1,0,0.44,2,5,57,42,8,4,5,69,580.95,14,7,7,5,4,1,1,1,3,0,6,37,9,7,5,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Right Wing,3275,Henrikh Mkhitaryan,31,28,23,2687,3,5,5,0,78,27,11,10.35,13,63,1487,1059,203,80,57,1319,8605.17,152,90,136,74,108,18,25,15,68,17,168,602,65,58,70,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Center Attacking Midfield,5684,Shinji Kagawa,29,26,14,2231,3,12,2,0,31,16,9,6.21,7,32,1436,1218,173,27,39,1291,7261.08,123,61,43,25,71,8,11,3,36,6,124,440,46,27,42,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Left Wing,8246,Christian Pulisic,9,4,1,404,5,3,1,0,8,3,2,0.98,0,7,190,143,17,19,4,215,1459.24,34,26,19,7,14,1,3,0,16,0,36,113,18,4,10,0,0,0,0,0,0
