competition,season,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_on_target,goals,xg_total,assists,key_passes,passes_attempted,passes_completed,progressive_passes,crosses,switches,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,duels_attempted,duels_won,interceptions_attempted,interceptions_won,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,own_goals,gk_goals_conceded,gk_shots_faced,gk_saves,gk_penalties_saved,gk_clean_sheet
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Left Wing,5559,Marco Reus,26,24,7,1964,2,17,2,0,63,29,12,10.41,3,42,814,650,83,37,18,724,4555.6,73,69,65,31,51,7,3,2,32,5,74,343,33,22,36,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Center Forward,24324,Adrián Ramos,27,9,7,1010,18,2,0,0,38,15,9,7.01,3,7,258,179,33,5,1,264,1526.43,22,31,23,16,63,6,1,0,16,8,39,179,18,20,20,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Dortmund'],Center Forward,3712,Pierre-Emerick Aubameyang,31,28,19,2558,3,9,4,0,117,54,25,27.79,5,25,552,367,47,50,5,513,3500.07,85,104,28,14,62,1,4,3,27,7,62,467,40,30,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Goalkeeper,11398,Tobias Sippel,2,2,2,185,0,0,0,0,0,0,0,0.0,0,0,75,56,36,0,1,43,246.41,4,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,16,3,0,2
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Goalkeeper,5550,Yann Sommer,32,32,32,3003,0,0,2,0,0,0,0,0.0,0,0,1375,961,777,0,26,793,4229.36,48,0,0,0,1,0,0,0,0,1,162,4,0,1,2,0,50,278,98,0,5
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Back,8545,Julian Korb,17,14,9,1314,3,5,4,0,5,3,1,0.64,1,6,759,588,137,15,3,519,2146.67,41,21,14,8,48,6,23,10,35,35,39,218,10,25,15,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Center Back,3959,Andreas Christensen,31,31,31,2904,0,0,1,0,14,5,3,2.72,1,1,1807,1596,356,1,47,1300,7260.82,116,4,7,6,110,13,42,11,75,143,155,318,3,12,26,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Center Back,20499,Martin Stranzl,3,2,1,166,1,1,0,0,0,0,0,0.0,0,0,119,104,27,1,2,75,311.09,6,0,0,0,5,0,1,0,1,7,5,17,1,4,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Center Back,8814,Nico Elvedi,21,17,14,1612,4,3,2,0,3,1,0,0.21,2,2,1063,888,207,6,6,693,3590.52,62,5,14,8,81,8,36,14,45,70,84,220,11,19,17,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Center Back,400654,Roel Brouwers,8,3,2,313,5,1,0,0,1,0,0,0.08,0,0,185,173,25,0,4,133,653.33,9,0,1,0,11,0,2,1,5,22,7,27,3,2,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Center Back,8395,Håvard Nordtveit,31,27,25,2563,4,2,4,0,22,8,4,0.85,1,7,1768,1471,488,5,80,1266,6645.29,123,5,9,6,96,8,29,6,61,126,137,346,12,29,23,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Center Back,8307,Martin Hinteregger,10,6,5,690,4,1,0,0,4,0,0,0.15,0,1,414,327,110,4,3,282,1436.52,27,1,3,1,43,7,8,3,25,37,26,102,5,3,3,2,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Center Back,12320,Tony Jantschke,12,8,6,781,4,2,2,0,5,2,0,0.21,0,2,607,500,141,1,12,440,2405.95,39,0,0,0,46,3,13,3,22,47,29,90,1,8,14,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Center Back,26677,Álvaro Domínguez,6,5,5,496,1,0,1,0,0,0,0,0.0,0,1,302,246,104,0,9,193,997.06,16,0,2,1,18,0,2,1,5,27,14,29,1,4,8,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Back,8809,Oscar Wendt,30,30,29,2752,0,1,5,0,21,8,3,1.52,2,25,1740,1356,367,53,21,1191,5777.6,119,28,29,16,95,10,30,13,67,78,126,328,20,21,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Defensive Midfield,8238,Mahmoud Dahoud,32,27,4,2122,5,23,4,0,40,17,5,2.96,7,23,1279,1071,196,1,42,1124,5454.2,73,12,36,28,86,19,25,7,54,32,152,604,49,63,41,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Defensive Midfield,29245,Marvin Schulz,8,4,4,423,4,0,0,0,1,0,0,0.03,1,0,267,239,40,0,6,211,1058.36,16,2,0,0,16,2,0,0,9,17,14,68,3,5,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Defensive Midfield,3500,Granit Xhaka,28,28,20,2445,0,5,7,3,33,12,3,2.38,0,17,2219,1895,511,4,107,1771,8277.27,127,4,38,25,129,22,31,13,67,72,175,449,28,74,56,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Midfield,11285,Ibrahima Traoré,24,17,5,1511,7,12,1,0,41,15,3,3.04,1,34,775,569,126,47,44,768,5192.32,95,41,94,60,64,9,6,2,31,6,87,356,35,18,43,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Midfield,8813,Patrick Herrmann,18,5,1,677,13,4,0,0,13,5,3,1.87,1,10,222,158,18,12,3,231,1768.16,38,19,14,6,29,0,3,2,14,5,28,92,13,8,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Midfield,11283,Fabian Johnson,26,25,19,2235,1,6,2,0,26,11,6,3.55,3,26,917,706,122,20,6,742,4549.71,95,42,37,17,71,9,15,8,55,22,92,294,38,15,26,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Borussia Dortmund', 'Borussia Mönchengladbach']",Left Midfield,8804,Jonas Hofmann,15,6,1,549,9,5,0,0,16,7,1,1.55,3,9,252,201,30,11,6,251,1721.69,37,23,17,10,18,1,3,2,5,2,33,137,14,3,13,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Borussia Mönchengladbach', 'Hertha Berlin']",Left Midfield,9398,Nico Schulz,2,0,0,64,2,0,0,0,1,0,0,0.09,0,1,15,11,2,0,0,16,167.34,6,3,4,1,2,0,0,0,1,0,2,14,0,1,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Midfield,5632,Thorgan Hazard,29,19,5,1710,10,14,4,0,44,18,4,6.51,3,31,823,600,93,36,38,705,4699.03,105,63,57,38,94,7,13,8,35,9,77,490,42,50,29,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Center Forward,8322,André Hahn,15,7,6,793,8,2,1,0,26,14,8,3.83,0,5,267,153,32,12,5,215,1338.78,33,16,12,3,64,4,5,2,15,3,28,190,20,28,18,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Center Forward,8671,Branimir Hrgota,9,0,0,110,9,0,0,0,2,0,0,0.18,0,0,39,33,3,0,0,41,164.03,2,7,6,5,7,0,0,0,1,0,3,23,4,4,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Right Center Forward,8806,Lars Edi Stindl,30,29,24,2689,1,5,5,0,67,27,7,8.79,8,49,1413,1127,162,24,21,1186,4913.55,65,70,48,21,134,11,11,3,61,16,150,658,55,77,71,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Borussia Mönchengladbach'],Left Center Forward,8810,Raffael,31,30,18,2761,1,12,2,0,71,35,13,7.96,10,49,1184,948,130,38,26,1111,7003.9,139,82,88,55,83,7,11,7,37,3,144,595,63,20,68,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Goalkeeper,8306,Christian Mathenia,33,33,33,3133,0,0,3,0,0,0,0,0.0,0,2,1067,431,1030,0,18,342,2980.16,92,0,0,0,0,0,0,0,0,2,179,3,0,0,4,0,51,327,105,1,8
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Goalkeeper,10435,Łukasz Załuska,1,1,1,91,0,0,0,0,0,0,0,0.0,0,0,32,19,32,0,1,15,102.18,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,18,1,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Right Back,12383,Florian Jungwirth,19,16,16,1591,3,0,4,0,8,3,0,0.27,0,5,492,298,215,15,13,194,1219.21,21,4,3,1,82,10,37,6,44,63,70,339,4,16,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Right Back,20522,György Garics,21,20,19,1888,1,1,8,0,3,1,0,0.07,0,3,627,392,275,12,8,226,1467.46,21,1,6,5,49,7,22,8,40,85,83,301,4,26,7,1,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Right Center Back,9217,Aytac Sulu,33,33,33,3131,0,0,6,0,21,9,7,2.22,0,10,568,324,301,0,31,200,968.35,10,1,2,2,113,8,43,5,76,219,89,281,1,37,56,2,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Center Back,9404,Luca Caldirola,34,34,34,3224,0,0,4,0,16,5,0,2.24,0,5,685,416,345,8,11,258,1648.39,27,1,2,0,111,17,32,7,73,173,73,484,4,45,61,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Center Back,35033,Slobodan Rajković,14,12,11,1072,2,1,4,0,5,1,1,1.02,1,1,212,118,110,0,5,89,565.45,6,0,2,2,30,6,12,2,33,83,36,146,1,23,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Back,9222,Fabian Holland,18,16,13,1505,2,3,5,0,3,0,0,0.04,0,5,451,281,216,12,7,215,1202.43,20,2,5,4,73,8,24,10,31,50,67,335,6,36,25,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Back,108336,Júnior Enrique Díaz Campbell,12,9,7,917,3,2,2,0,5,0,0,0.22,0,4,275,168,133,11,4,102,383.65,2,1,4,0,34,4,15,4,21,41,22,130,3,14,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Right Defensive Midfield,40467,Peter Niemeyer,31,31,20,2674,0,11,13,0,29,8,2,2.91,0,5,703,394,261,2,11,283,994.39,7,4,3,2,156,9,38,6,82,82,152,720,9,77,51,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Defensive Midfield,40483,Benjamin Gorka,4,0,0,33,4,0,0,0,0,0,0,0.0,0,0,5,3,4,0,0,1,0.0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Defensive Midfield,8388,Jérôme Gondorf,33,33,29,3060,0,4,9,0,22,7,3,1.72,4,12,872,521,276,17,15,652,4085.26,72,40,37,25,173,17,40,16,87,57,202,852,46,67,73,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Right Midfield,9401,Marcel Heller,33,33,23,3064,0,10,7,0,32,15,6,4.06,5,22,605,307,108,97,18,623,5864.01,148,64,57,30,169,16,25,10,48,21,169,647,63,46,47,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Right Midfield,9224,Sandro Sirigu,5,1,0,142,4,1,0,0,0,0,0,0.0,2,0,28,9,9,3,1,26,192.53,7,0,2,1,6,2,4,2,2,2,7,29,3,3,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Midfield,11134,Konstantin Rausch,31,27,6,2168,4,21,7,0,39,13,2,1.7,5,31,633,330,198,70,37,430,2663.06,52,15,27,7,76,9,21,7,34,31,119,373,24,17,29,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Left Midfield,9219,Tobias Kempe,31,9,2,1400,22,7,0,0,30,8,0,1.48,3,26,437,237,115,36,25,343,2816.86,60,15,32,15,75,7,16,7,33,15,86,283,30,19,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Center Attacking Midfield,40477,Jan Rosenthal,23,17,2,1467,6,15,2,0,17,4,0,1.56,1,8,375,221,70,10,4,267,1333.34,18,13,22,13,112,4,8,1,21,12,55,295,16,29,19,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Center Attacking Midfield,400612,Marco Sailer,14,3,1,485,11,2,1,0,6,1,1,0.99,0,3,66,38,10,2,1,52,226.0,4,3,4,1,37,1,2,1,5,5,10,139,6,12,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Center Attacking Midfield,13675,Mario Vrančić,22,12,1,1083,10,11,2,0,14,4,2,1.9,1,14,335,216,100,14,15,225,1167.32,19,14,11,8,66,1,5,2,24,7,48,269,10,31,25,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Center Forward,40481,Dominik Stroh-Engel,15,6,1,561,9,5,0,0,6,2,0,0.84,1,3,119,68,16,2,0,72,330.31,5,5,2,0,57,0,2,1,9,7,15,105,4,12,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Darmstadt 98', 'Schalke 04']",Center Forward,22017,Felix Platte,12,1,1,192,11,0,2,0,4,0,0,0.33,0,2,49,24,12,2,2,35,242.88,6,4,4,2,20,1,1,0,3,1,10,36,4,7,4,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Darmstadt 98'],Center Forward,9723,Sandro Wagner,32,27,21,2614,5,5,9,1,87,31,14,13.0,3,18,914,453,181,25,16,594,3499.05,51,31,31,14,309,8,4,1,56,44,121,494,54,99,78,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Goalkeeper,8667,Lukáš Hrádecký,34,34,34,3199,0,0,0,0,0,0,0,0.0,0,0,1342,828,1028,0,33,649,3725.66,54,0,0,0,0,0,0,0,1,1,200,4,0,0,2,0,52,256,122,1,8
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Back,9134,Aleksandar Ignjovski,18,13,11,1285,5,2,3,0,9,1,0,0.62,1,7,568,379,164,34,11,451,2816.36,66,11,34,15,71,8,24,8,31,39,82,322,19,20,29,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Back,8670,Timothy Chandler,12,5,4,706,7,1,4,0,3,2,0,0.05,0,0,309,202,105,20,8,184,1286.63,35,2,5,1,31,6,16,3,15,10,28,101,4,13,14,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,"['Eintracht Frankfurt', 'Hertha Berlin']",Right Back,20950,Yanni Regäsel,16,14,13,1335,2,1,1,0,4,1,0,0.08,0,7,676,503,180,25,10,409,1825.23,33,3,16,5,36,5,7,3,27,24,63,213,8,14,15,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Center Back,36359,Carlos Zambrano,24,21,16,1885,3,4,9,1,3,1,0,0.31,0,1,920,767,235,0,17,689,4139.24,86,0,13,12,63,10,30,13,24,90,128,229,6,38,62,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Center Back,8893,David Kinsombi,1,1,1,92,0,0,0,0,0,0,0,0.0,0,0,15,11,5,0,0,6,38.75,1,0,0,0,4,0,4,0,8,10,1,22,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Center Back,401018,Nico Rinderknecht,1,0,0,8,1,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0,1,0.28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Center Back,8678,David Abraham,31,28,25,2661,3,3,8,0,11,2,0,0.74,0,5,1104,892,326,1,40,713,4162.15,64,0,9,3,106,18,42,17,57,160,110,329,8,46,31,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Center Back,12293,Kaan Ayhan,2,1,0,83,1,1,1,0,0,0,0,0.0,0,0,38,30,14,0,4,29,113.48,1,0,0,0,4,1,0,0,2,5,4,6,0,1,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Center Back,8812,Marco Russ,28,26,24,2452,2,2,9,0,22,10,3,2.76,2,4,1021,815,254,5,18,629,3924.68,90,7,16,9,109,3,27,6,51,109,108,228,11,24,30,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Back,8504,Bastian Oczipka,30,30,30,2827,0,0,7,0,10,3,0,0.39,0,22,1656,1259,370,69,35,1139,7698.42,166,14,69,44,78,9,47,22,73,69,161,331,28,29,34,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Back,400621,Tohouri Zahoui Constant Djakpa,11,8,7,786,3,1,2,0,4,1,0,0.16,0,7,413,266,160,19,17,279,1727.42,40,1,11,3,26,2,13,4,17,26,55,99,9,8,10,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Defensive Midfield,5681,Makoto Hasebe,32,31,24,2783,1,7,9,0,7,2,1,0.21,2,26,1412,1049,383,28,37,926,5326.04,101,7,13,11,116,15,21,8,80,55,163,504,32,41,46,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Defensive Midfield,10896,Marc Stendera,26,24,13,2116,2,11,9,0,39,16,2,1.96,1,23,1078,781,295,27,50,929,5359.93,110,25,59,42,129,25,26,13,61,16,166,746,61,54,42,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Defensive Midfield,9216,Slobodan Medojević,12,6,3,589,6,2,1,1,2,1,1,0.27,1,3,252,199,38,3,3,185,1162.74,18,2,4,4,24,1,9,3,15,7,23,132,4,15,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Defensive Midfield,400619,Stefan Reinartz,15,14,12,1246,1,2,2,0,8,2,1,0.5,1,5,841,706,197,0,27,633,2847.27,46,0,6,4,53,2,21,9,37,19,76,246,16,26,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Defensive Midfield,18888,Szabolcs Huszti,15,14,9,1227,1,5,5,0,20,5,1,1.13,1,32,678,474,142,46,38,504,2400.83,36,6,18,6,67,11,11,9,21,9,76,348,26,43,36,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Center Midfield,9148,Johannes Flum,5,1,1,153,4,0,0,0,2,0,0,0.11,1,0,80,54,24,3,3,67,374.38,6,1,0,0,5,2,1,1,4,1,11,50,2,3,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Midfield,400622,Joel Gerezgiher,3,1,0,95,2,1,1,0,4,1,0,0.31,0,1,31,15,10,0,0,32,206.16,5,2,3,2,2,0,3,1,4,1,5,23,3,4,2,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Midfield,5687,Takashi Inui,1,1,0,45,0,1,0,0,0,0,0,0.0,0,1,10,7,3,1,1,8,8.05,0,0,1,0,0,0,1,0,0,0,1,18,0,1,1,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Wing,8669,Mijat Gaćinović,7,4,1,341,3,4,1,0,3,2,0,0.04,0,2,123,72,20,7,7,102,601.43,10,4,10,2,29,3,6,0,9,2,20,62,4,5,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Right Wing,21156,Stefan Aigner,31,27,13,2486,4,14,7,0,44,16,3,4.76,4,18,762,541,91,51,14,652,3335.66,70,50,48,18,122,12,13,5,48,14,91,483,44,51,56,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Center Attacking Midfield,23268,Alexander Meier,19,19,17,1721,0,1,1,1,50,24,12,6.71,1,16,483,321,62,3,10,252,1097.61,15,15,12,7,68,2,9,6,17,35,45,232,14,17,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Center Attacking Midfield,6317,Marco Fabián,11,9,5,830,2,4,2,0,19,4,0,0.88,2,17,431,330,51,20,18,388,2306.83,40,18,21,13,61,2,6,3,23,2,49,214,12,22,19,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Center Attacking Midfield,155655,Václav Kadlec,5,2,0,124,3,2,1,0,2,0,0,0.36,0,0,15,13,2,1,0,21,130.12,2,2,2,0,7,0,1,0,0,0,7,33,4,5,3,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Wing,10822,Sonny Kittel,8,1,0,302,7,1,0,0,7,0,0,0.59,0,1,95,62,16,4,2,94,508.88,9,6,6,3,14,0,1,1,11,0,21,78,3,5,9,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Wing,35240,Änis Ben-Hatira,9,7,2,627,2,5,2,0,12,6,1,1.14,1,3,168,115,21,9,6,214,1728.71,36,24,26,15,28,4,2,1,1,4,36,156,24,17,17,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Center Forward,7846,Luc Castaignos,19,12,1,981,7,11,1,0,17,7,4,2.29,1,6,208,137,30,7,0,189,997.93,25,19,15,11,57,3,3,2,16,1,22,249,24,32,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Left Center Forward,8320,Luca Waldschmidt,12,0,0,282,12,1,0,0,5,1,0,0.5,1,7,72,53,10,5,2,83,505.71,10,11,11,4,14,0,2,1,6,3,7,52,6,8,6,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['Eintracht Frankfurt'],Center Forward,5543,Haris Seferović,29,25,21,2308,4,4,10,0,58,20,3,6.85,4,20,900,576,139,43,23,690,4100.47,71,39,27,15,140,3,10,6,32,14,77,436,52,53,32,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Goalkeeper,25002,Thomas Kessler,1,1,1,91,0,0,0,0,0,0,0,0.0,0,0,27,16,25,0,0,9,48.31,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,2,8,3,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Goalkeeper,8821,Timo Horn,33,33,33,3113,0,0,0,0,0,0,0,0.0,0,1,1003,597,768,0,15,402,2379.76,51,0,0,0,0,0,0,0,1,1,148,0,0,0,10,0,40,314,118,1,8
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Right Back,8823,Marcel Risse,33,33,31,3096,0,2,5,0,45,17,3,1.76,5,60,1504,912,523,125,88,1123,7904.33,198,26,82,48,112,32,42,19,55,35,164,537,33,36,22,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Right Back,9459,Paweł Olkowski,19,13,6,1098,6,7,1,0,7,2,0,0.25,0,2,545,379,148,14,8,363,2475.61,50,7,17,6,39,3,15,5,28,43,59,167,7,12,15,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Right Center Back,11286,Dominik Maroh,25,23,23,2224,2,0,7,0,18,5,2,1.39,0,0,1162,1019,256,0,28,814,4001.37,36,3,1,0,94,5,28,6,59,141,67,289,4,28,16,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Right Center Back,8829,Frederik Sørensen,22,19,17,1762,3,2,5,0,4,2,0,0.35,2,1,905,685,353,3,33,566,2855.51,46,1,8,5,83,8,25,9,51,115,51,215,1,25,18,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Left Center Back,8828,Dominique Heintz,33,32,30,3005,1,2,3,0,10,3,2,0.67,0,3,1484,1219,517,13,37,1114,7732.97,147,4,20,14,104,19,36,8,72,164,147,371,15,32,18,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Left Center Back,8900,Mërgim Mavraj,11,11,11,1033,0,0,1,0,4,0,0,0.36,0,0,387,331,103,0,10,263,1599.34,20,0,2,1,55,6,6,1,26,87,27,160,1,18,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Left Back,7993,Filip Mladenović,14,10,4,885,4,6,1,0,13,5,0,0.55,2,11,383,277,82,28,18,257,1954.17,38,3,15,5,31,4,10,2,23,23,51,157,12,13,7,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Left Back,6040,Jonas Hector,32,32,31,2992,0,1,3,0,10,3,0,0.53,4,49,1853,1469,388,48,42,1216,8298.82,183,23,44,31,114,9,49,15,91,94,205,523,37,25,53,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Right Defensive Midfield,8827,Matthias Lehmann,32,31,27,2883,1,3,7,1,14,3,0,0.71,2,16,1363,1116,398,6,35,867,4143.83,74,2,7,5,75,5,29,8,28,43,120,581,10,61,34,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Left Defensive Midfield,8397,Kevin Vogt,23,17,9,1537,6,8,4,0,8,3,0,0.41,2,11,861,692,238,11,45,605,3126.89,53,8,12,7,71,9,9,1,38,39,81,405,11,29,32,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Left Defensive Midfield,8231,Yannick Gerhardt,29,22,13,1977,7,9,3,0,25,7,2,1.92,4,18,795,616,143,24,23,683,4941.95,103,24,43,22,98,14,25,10,48,25,130,554,30,34,52,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Right Midfield,8831,Lukas Klünter,1,0,0,19,1,0,0,0,1,0,0,0.08,0,0,5,1,0,0,0,6,41.85,1,0,0,0,0,0,0,0,1,2,0,5,0,1,0,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Right Midfield,8822,Simon Zoller,24,14,3,1276,10,11,4,0,28,15,6,3.57,1,8,276,189,31,19,8,238,1662.7,33,30,13,5,53,1,4,3,22,10,48,243,18,24,12,0,0,0,0,0,0
Germany - 1. Bundesliga,2015/2016,['FC Köln'],Left Center Midfield,10918,Dušan Švento,7,2,0,239,5,2,0,0,3,1,1,0.36,0,1,62,35,13,8,4,58,490.45,9,6,4,3,10,0,0,0,4,3,15,32,6,0,1,0,0,0,0,0,0
