competitions,season,main_team,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,goals,shots_on_target,xg_total,xg_avg,penalties,headers,assists,key_passes,passes_attempted,passes_completed,pass_accuracy,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_success_rate,dribble_overruns,duels_attempted,duels_won,duels_lost,duels_ratio,interceptions_attempted,interceptions_won,interceptions_lost,interceptions_ratio,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,fouls_balance,own_goals,gk_shots_faced,gk_saves,gk_save_ratio,gk_penalties_saved,gk_claims,gk_punches,gk_clearances,gk_smother,gk_sweeper,gk_errors,gk_goals_conceded,gk_clean_sheet
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Midfield,3122,Yannis Salibur,30,28,14,2457.29,2,14,4,1,78,7,22,3.23,1.16,0,1,5,22,728,447,0.62,119,99,26,-10.36,564.42,826,7161.75,189,60,103,60,0.59,6,81,15,66,0.22,14,7,7,0.82,26,3,143,347,69,37,76,39,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Midfield,10977,Jérémy Livolant,1,0,0,13.37,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,3,1.0,0,1,0,1.28,19.4,3,36.12,2,0,1,0,0.0,0,1,0,1,0.0,0,0,0,1.0,0,0,1,3,1,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Midfield,3301,Nicolas Benezet,19,14,6,1353.85,5,8,3,1,23,4,7,2.21,1.15,0,0,4,35,545,343,0.62,102,62,30,9.25,398.98,489,4428.92,114,34,53,32,0.62,5,63,8,55,0.16,18,9,9,0.79,18,8,84,299,35,19,43,24,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Midfield,4434,Thibault Giresse,25,20,12,1805.13,5,8,2,1,23,4,6,2.68,1.11,2,0,4,37,764,501,0.61,218,45,40,7.7,559.33,520,2991.15,62,7,22,11,0.53,2,68,13,55,0.21,7,3,4,0.92,31,17,109,334,24,17,23,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Right Center Forward,3213,Jimmy Briand,35,33,28,3096.33,2,5,2,0,65,7,23,7.96,3.46,1,13,8,37,1061,739,0.7,152,28,10,3.96,540.32,991,5945.59,134,55,71,21,0.33,8,177,9,168,0.05,8,3,5,0.89,50,19,159,548,117,42,79,37,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Center Forward,7483,Mana Dembélé,13,4,1,479.74,9,3,2,0,14,0,3,1.29,0.69,0,4,0,3,104,60,0.63,11,7,1,4.09,194.84,77,548.2,13,4,4,1,0.17,0,38,2,36,0.06,0,0,0,1.0,9,2,9,100,9,15,6,-9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Center Forward,20027,Mevlüt Erdinç,15,11,2,897.88,4,9,0,0,18,4,7,2.86,1.71,0,8,0,4,170,123,0.73,13,3,0,-0.62,191.31,139,860.76,12,17,11,3,0.22,1,42,0,42,0.0,4,2,2,0.87,11,5,16,77,20,8,11,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Guingamp,['Guingamp'],Left Center Forward,4799,Sloan Privat,27,14,3,1346.08,13,11,3,0,35,7,15,7.36,3.2,1,18,1,10,307,187,0.64,31,9,3,1.89,384.48,202,790.93,9,18,9,7,0.71,0,98,3,95,0.01,2,1,1,0.96,9,6,29,191,24,30,32,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Goalkeeper,3761,Mike Maignan,4,3,3,309.93,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,92,65,0.66,51,0,1,-0.66,169.5,51,317.26,7,0,2,2,1.0,0,0,0,0,,0,0,0,1.0,0,0,20,0,0,0,0,0,0,19.0,10.0,0.74,2.0,1.0,1.0,2.0,0.0,5.0,5.0,3.0,1.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Goalkeeper,40484,Vincent Enyeama,35,35,35,3341.15,0,0,3,1,0,0,0,0.0,0.0,0,0,0,1,1094,650,0.61,844,1,25,-2.36,1615.83,457,2427.85,35,0,0,0,,0,0,0,0,,0,0,0,1.0,3,2,178,9,1,1,4,3,0,237.0,94.0,0.7,0.0,48.0,29.0,5.0,4.0,33.0,45.0,24.0,18.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Back,5476,Benjamin Pavard,12,6,4,680.04,6,3,3,0,4,0,1,0.27,0.27,0,1,0,4,294,224,0.77,81,4,10,2.13,232.05,197,1250.87,22,2,5,2,0.5,0,27,5,22,0.15,21,2,19,0.45,12,19,33,95,3,14,5,-9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Back,6716,Sébastien Corchia,33,30,26,2792.93,3,4,6,0,22,2,8,0.84,0.58,0,0,2,22,1242,866,0.7,289,85,27,-34.42,595.8,743,5139.08,139,20,41,20,0.46,2,124,11,113,0.11,38,12,26,0.47,88,78,116,407,35,36,61,25,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Center Back,29057,Renato Civelli,32,32,31,2984.97,0,1,6,2,17,0,1,1.89,1.33,0,13,0,5,1269,905,0.71,515,5,51,-11.1,842.73,718,4738.37,108,5,7,7,1.0,0,102,12,90,0.09,36,10,26,0.49,60,149,142,230,8,30,26,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Center Back,23203,Stopilla Sunzu,12,10,9,979.63,2,1,1,1,10,1,2,0.57,0.29,0,8,0,2,412,332,0.77,112,1,18,-1.25,287.86,290,1258.18,14,1,1,0,0.0,0,62,7,55,0.12,15,2,13,0.42,14,70,29,132,2,22,6,-16,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Center Back,3677,Adama Soumaoro,28,25,24,2470.75,3,1,6,0,13,1,4,1.25,0.96,0,10,0,1,980,837,0.82,185,0,19,5.35,546.92,620,3200.66,47,3,7,5,0.67,2,65,9,56,0.16,32,8,24,0.6,62,131,121,194,6,30,19,-11,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Center Back,40523,Marko Baša,15,15,14,1405.47,0,1,1,0,15,0,3,1.22,0.65,0,13,0,1,633,559,0.87,129,1,25,3.95,325.75,420,2273.76,44,0,5,2,0.5,1,23,4,19,0.2,15,2,13,0.4,26,67,62,93,3,15,25,10,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Back,3446,Djibril Sidibé,37,36,36,3475.29,1,0,3,0,41,4,14,2.84,1.84,0,4,3,34,2084,1643,0.79,456,81,40,28.23,669.93,1392,8913.96,217,47,89,44,0.5,7,203,32,171,0.14,84,36,48,0.54,96,70,183,647,59,48,61,13,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Back,7366,Youssouf Koné,1,0,0,10.78,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,2,0.67,2,0,0,1.11,22.98,2,13.16,1,0,0,0,,0,2,1,1,0.5,0,0,0,1.0,1,0,0,6,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Center Defensive Midfield,11332,Ibrahim Amadou,22,18,17,1783.29,4,1,2,0,13,1,3,1.07,0.81,0,2,0,5,852,695,0.8,158,2,35,0.92,472.05,639,4101.38,91,5,12,6,0.52,1,104,8,96,0.08,30,9,21,0.48,42,67,90,359,16,29,14,-15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Center Defensive Midfield,40522,Rio Mavuba,35,31,28,2976.75,4,3,5,0,11,0,4,0.46,0.42,0,0,0,12,1445,1196,0.82,331,5,46,-1.13,723.4,1104,5711.44,92,4,24,12,0.5,2,107,21,86,0.23,32,13,19,0.65,48,25,187,610,30,26,65,39,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Midfield,40485,Ryan Mendes,3,0,0,104.14,3,0,0,0,1,0,0,0.02,0.02,0,0,0,0,42,32,0.7,8,3,1,-0.82,45.92,46,273.58,7,5,6,1,0.08,2,15,2,13,0.12,1,1,0,1.0,2,0,6,21,1,3,2,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Center Midfield,3211,Florent Balmont,28,25,9,1995.1,3,16,5,0,30,0,3,0.74,0.5,0,0,1,15,1344,1119,0.83,288,21,26,-9.42,543.05,1163,7184.81,169,7,30,15,0.49,1,51,11,40,0.24,18,6,12,0.71,27,11,134,402,30,42,59,17,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Center Midfield,7441,Marvin Martin,12,4,0,464.03,8,4,1,0,5,0,1,0.24,0.24,0,0,1,7,234,181,0.75,64,3,5,1.84,240.76,186,1143.14,18,4,11,9,0.86,1,30,4,26,0.08,5,2,3,0.79,9,3,38,79,7,6,11,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Center Midfield,40697,Mounir Obbadi,30,25,18,2426.26,5,7,8,0,31,1,6,2.27,1.24,0,0,4,48,1708,1441,0.84,377,14,50,3.08,596.27,1357,7431.33,113,16,37,27,0.79,1,99,14,85,0.12,34,22,12,0.72,54,23,179,719,35,51,29,-22,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Center Midfield,7443,Nolan Mbemba,1,1,0,65.42,0,1,0,0,0,0,0,0.0,0.0,0,0,0,1,33,30,0.91,4,0,0,0.0,17.45,28,164.49,5,0,1,1,1.0,0,1,0,1,0.0,2,0,2,0.0,0,0,3,19,3,2,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Center Midfield,4446,Soualiho Meïté,3,0,0,65.43,3,0,0,0,1,0,0,0.18,0.18,0,0,0,0,25,17,0.74,2,0,0,-1.93,55.81,18,91.68,4,0,2,0,0.0,0,5,1,4,0.17,0,0,0,1.0,4,1,4,19,1,2,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Center Midfield,23835,Yaw Yeboah,3,1,0,111.43,2,1,0,0,0,0,0,0.0,0.0,0,0,0,2,41,27,0.64,7,2,2,-0.01,73.22,37,175.59,1,2,4,2,0.5,0,4,0,4,0.0,1,1,0,1.0,2,0,5,25,2,2,1,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Wing,40524,Franck Béria,2,1,0,63.88,1,1,0,0,0,0,0,0.0,0.0,0,0,0,1,44,36,0.9,3,3,0,-2.26,44.54,28,104.94,1,1,1,1,1.0,0,2,0,2,0.0,1,0,1,0.5,3,0,2,10,1,2,0,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,"['Lille', 'Caen']",Right Wing,7303,Lenny Nangis,14,6,0,548.19,8,6,3,0,10,0,3,0.37,0.25,0,1,2,2,157,98,0.66,27,12,8,-4.55,241.9,166,1369.88,32,12,19,8,0.41,4,31,3,28,0.11,8,5,3,0.88,13,4,29,135,11,18,4,-14,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Right Wing,3425,Morgan Amalfitano,15,10,6,1021.61,5,4,2,0,14,2,9,1.77,1.06,0,0,0,20,461,341,0.71,70,25,18,-4.94,254.01,401,2453.94,51,21,32,19,0.5,0,33,4,29,0.16,18,10,8,0.68,27,3,66,117,21,13,10,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,"['Lille', 'AS Monaco']",Right Wing,3218,Rony Lopes,14,7,1,674.25,7,6,1,0,23,2,10,2.0,1.02,0,1,1,13,267,195,0.69,42,10,8,-5.28,250.31,293,2224.99,55,15,25,17,0.61,0,41,9,32,0.19,5,3,2,0.86,13,2,25,183,27,9,21,12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Wing,7358,Alexis Araujo,1,0,0,7.55,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,2,0.67,0,0,0,1.25,7.51,2,22.18,0,1,0,0,,0,1,0,1,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Wing,3625,Sofiane Boufal,29,27,13,2454.22,2,14,11,2,53,11,24,5.16,1.91,2,2,4,65,1094,778,0.72,194,72,39,2.49,530.64,1267,10145.29,273,108,223,136,0.59,12,107,29,78,0.23,7,6,1,0.97,49,8,160,454,121,68,73,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Left Wing,40486,Éric Bauthéac,28,25,18,2278.78,3,7,7,0,54,2,12,4.17,1.75,0,10,1,27,996,660,0.67,180,67,44,9.79,526.82,756,4901.35,98,29,56,23,0.43,3,105,21,84,0.18,21,13,8,0.83,40,24,128,445,45,40,31,-9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Center Forward,3357,Baptiste Guillaume,10,5,3,584.25,5,2,1,0,10,0,3,0.66,0.38,0,4,0,2,128,74,0.6,20,1,0,0.94,133.11,94,726.21,16,6,11,2,0.14,2,42,1,41,0.01,7,4,3,0.8,6,12,20,91,7,8,10,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Center Forward,10330,Junior Tallo,23,12,4,1193.69,11,8,2,0,36,0,8,2.57,1.13,0,8,3,7,321,252,0.8,23,10,6,-1.31,334.05,393,2515.5,49,44,35,23,0.58,1,93,4,89,0.05,2,1,1,0.96,16,10,61,198,44,39,21,-18,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Center Forward,9102,Serhou Guirassy,8,3,1,331.4,5,2,2,0,5,0,3,0.55,0.32,0,1,0,2,106,66,0.67,8,2,0,1.82,87.89,76,439.5,7,5,1,1,1.0,0,18,0,18,0.0,0,0,0,1.0,5,8,5,48,5,9,9,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Center Forward,3673,Yassine Benzia,25,17,2,1383.67,8,15,4,0,37,5,15,3.52,1.62,0,3,0,15,434,304,0.71,45,8,7,1.46,375.46,447,2465.86,40,38,43,31,0.72,5,86,5,81,0.04,9,3,6,0.8,26,9,68,344,38,41,32,-9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lille,['Lille'],Center Forward,15996,Éder,13,12,10,1130.83,1,2,1,0,31,6,19,4.03,1.73,1,11,4,4,327,237,0.74,37,4,2,1.03,175.36,285,1332.31,24,23,20,12,0.65,0,100,1,99,0.01,4,3,1,0.92,19,13,23,164,23,26,38,12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Goalkeeper,3008,Benjamin Lecomte,37,37,37,3501.42,0,0,0,1,0,0,0,0.0,0.0,0,0,0,3,1244,708,0.56,1028,0,31,-1.59,1834.98,495,3325.76,54,0,0,0,,0,0,0,0,,0,0,0,1.0,0,1,191,7,0,1,9,8,0,315.0,122.0,0.63,0.0,63.0,28.0,16.0,0.0,61.0,73.0,53.0,9.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Goalkeeper,401467,Florent Chaigneau,2,1,1,182.37,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,61,30,0.52,51,0,0,-0.09,104.2,25,153.46,1,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,14,0,0,0,0,0,0,11.0,9.0,0.68,0.0,3.0,2.0,2.0,0.0,4.0,9.0,5.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Back,40531,Erwin Koffi,1,1,1,96.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,61,47,0.77,17,1,0,-0.74,19.68,38,181.22,2,0,0,0,,0,5,1,4,0.2,3,3,0,1.0,0,2,5,17,1,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Back,6335,Lamine Gassama,31,31,28,2840.86,0,3,6,2,0,0,0,0.0,0.0,0,0,1,15,1583,1236,0.78,431,55,34,-22.76,610.36,1174,6196.16,100,3,44,26,0.63,4,91,22,69,0.28,53,16,37,0.48,47,80,191,356,35,36,75,39,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Back,7392,Pape Paye,10,8,6,724.36,2,2,1,0,2,0,1,0.05,0.05,0,0,0,3,370,286,0.8,82,15,5,-6.36,195.53,246,1521.83,34,3,5,1,0.25,0,27,4,23,0.15,9,2,7,0.43,22,29,19,109,4,9,16,7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Center Back,45688,Hamadou Karamoko,3,3,3,283.92,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,86,72,0.84,25,0,4,-0.51,69.88,66,350.64,4,0,0,0,,0,9,3,6,0.25,4,0,4,0.33,4,10,11,26,0,2,0,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Center Back,13286,Lamine Koné,18,17,17,1649.71,1,0,4,1,11,0,3,0.82,0.67,0,8,0,2,647,531,0.81,183,5,17,-3.23,441.17,416,3599.45,77,2,10,6,0.63,1,35,6,29,0.16,22,12,10,0.67,19,98,80,160,2,14,15,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,"['Lyon', 'Lorient']",Right Center Back,7346,Lindsay Rose,11,11,11,1048.5,0,0,1,0,6,0,4,0.42,0.42,0,4,0,1,462,366,0.79,145,1,22,-2.05,261.58,256,1463.08,25,0,5,3,0.6,1,44,3,41,0.17,14,6,8,0.69,25,71,42,111,2,14,7,-7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Center Back,3769,Wesley Lautoa,13,11,9,1055.02,2,2,1,0,5,0,1,0.31,0.25,0,4,0,1,518,426,0.82,130,1,12,2.55,277.2,364,2618.85,47,2,5,4,0.8,1,43,4,39,0.14,21,10,11,0.6,24,70,69,120,7,10,13,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Center Back,31039,Yroundu Musavu-King,3,2,2,201.16,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,72,56,0.73,13,0,2,0.2,52.48,49,267.93,4,0,3,3,1.0,0,5,1,4,0.16,9,2,7,0.17,6,12,8,26,1,2,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Center Back,7211,Zargo Touré,29,29,28,2684.29,0,1,1,0,11,4,6,0.71,0.43,0,8,0,2,1084,941,0.86,266,2,22,1.79,601.01,744,4166.1,85,3,9,7,0.67,1,83,9,74,0.09,34,10,24,0.51,59,177,113,322,1,21,14,-7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Back,5209,Raphaël Guerreiro,34,27,22,2640.64,7,5,3,0,42,3,13,2.54,1.71,0,1,2,18,1597,1298,0.8,312,43,35,26.8,598.44,1223,7444.83,160,37,76,51,0.62,9,68,13,55,0.21,61,24,37,0.56,53,45,151,410,41,16,28,12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Back,7199,Vincent Le Goff,27,19,17,1892.25,8,2,4,0,7,0,3,0.34,0.32,0,0,0,9,1241,1010,0.81,332,23,23,23.53,535.29,800,4418.73,105,15,17,13,0.83,1,70,5,65,0.07,29,9,20,0.55,62,48,104,274,17,21,15,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Defensive Midfield,22587,Didier Ndong,34,34,33,3208.0,0,1,11,0,33,2,7,1.6,0.96,0,3,0,10,1757,1523,0.86,206,22,52,-3.05,658.46,1423,8964.97,137,12,60,34,0.59,3,191,19,172,0.12,51,23,28,0.58,66,54,201,839,53,80,43,-37,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Center Defensive Midfield,3140,François Bellugou,33,27,17,2460.03,6,10,6,1,3,0,0,0.14,0.07,0,1,1,8,1361,1165,0.84,254,4,43,-1.82,668.64,1037,5497.24,67,0,27,21,0.76,1,88,15,73,0.17,43,13,30,0.58,62,55,139,509,22,42,18,-24,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Defensive Midfield,19395,Marvin Gakpa,3,0,0,58.23,3,0,0,0,1,0,1,0.01,0.01,0,0,0,1,38,31,0.83,12,0,0,-1.39,60.01,39,346.17,7,0,3,3,1.0,0,3,1,2,0.33,1,1,0,1.0,2,0,3,18,1,0,2,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Defensive Midfield,24646,Rafidine Abdullah,12,6,2,610.99,6,4,6,1,6,1,2,0.21,0.14,0,0,0,5,424,358,0.85,81,2,12,1.47,232.67,340,1456.96,22,1,15,9,0.56,1,36,3,33,0.05,14,7,7,0.68,16,13,38,199,9,26,5,-21,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Defensive Midfield,7766,Walid Mesloub,29,23,16,2225.28,6,7,3,0,22,1,8,0.93,0.52,0,0,4,60,1657,1320,0.79,385,38,119,3.95,637.94,1292,8736.06,167,22,45,26,0.52,1,66,11,55,0.19,12,7,5,0.84,32,19,142,603,37,35,37,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Midfield,7190,Denis Bouanga,4,3,1,204.77,1,2,0,0,7,1,1,0.41,0.11,0,0,0,3,45,27,0.57,5,2,1,-1.56,42.35,52,358.76,6,6,5,2,0.42,1,6,2,4,0.2,3,1,2,0.83,6,1,10,66,4,3,3,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Midfield,30315,Moryké Fofana,6,0,0,141.25,6,0,1,0,0,0,0,0.0,0.0,0,0,0,1,61,52,0.88,5,2,0,-2.09,93.78,69,563.33,18,3,11,5,0.38,1,4,1,3,0.16,1,1,0,1.0,0,0,6,22,4,2,4,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Midfield,7432,Valentin Lavigne,6,1,0,174.18,5,1,0,0,2,0,1,0.11,0.11,0,0,0,0,59,35,0.49,5,7,3,-2.81,103.83,68,443.36,10,9,9,3,0.33,2,5,1,4,0.17,2,1,1,0.83,4,0,7,46,8,5,5,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Right Midfield,3102,Yann Jouffre,27,21,7,1837.61,6,14,3,0,38,2,8,2.22,1.13,0,0,5,32,1329,1061,0.8,310,35,67,-20.38,573.74,1130,7107.47,128,40,42,25,0.64,3,45,11,34,0.26,15,13,2,0.95,24,10,114,371,37,18,33,15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Lorient,['Lorient'],Left Center Midfield,4839,Issam Ben Khémis,1,0,0,26.18,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,10,6,0.6,4,0,1,-0.13,27.09,8,30.23,0,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,3,8,0,2,0,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
